Property_ID,Property_Name,Property_Type,Property_Status,Bedrooms,Bathrooms,Area_sqft,Parking,Furnished,Construction_Year,Listing_Price,Selling_Price,Discount (%)
P03958,Sunshine Towers,Commercial Office,Under Construction,3,1,4775,Yes,Semi-Furnished,2006,22222850,19556108.0,12
P03959,Elite Homes,Villa,Available,6,5,1248,No,Furnished,2007,4216992,3584443.2,15
P03960,Elite Homes,Independent House,Under Construction,5,3,1036,No,Furnished,2001,4985232,4536561.12,9
P03961,Palm Residency,Commercial Office,Available,3,1,4496,No,Semi-Furnished,2000,26881584,24999873.12,7
P03962,Lake View,Villa,Available,5,5,4314,Yes,Furnished,2008,29852880,29852880.0,0
P03963,River View,Independent House,Available,1,1,598,No,Semi-Furnished,2003,6954740,6607003.0,5
P03964,Blue Horizon,Villa,Sold,6,2,1558,No,Semi-Furnished,2020,9525612,8096770.2,15
P03965,Elite Homes,Plot,Sold,3,4,3759,Yes,Semi-Furnished,2004,36729189,32688978.21,11
P03966,Sunshine Towers,Plot,Sold,3,3,1374,No,Semi-Furnished,2003,7480056,6582449.28,12
P03967,Silver Oak,Plot,Available,3,2,2278,Yes,Unfurnished,2008,12383208,10649558.88,14
P03968,Green Residency,Shop,Available,1,3,982,Yes,Furnished,2008,6035372,5612895.96,7
P03969,Green Residency,Commercial Office,Sold,2,4,4920,No,Unfurnished,2005,35512560,30540801.6,14
P03970,Sunshine Towers,Plot,Available,6,5,1072,Yes,Unfurnished,2019,3442192,3201238.56,7
P03971,River View,Plot,Available,6,5,1398,Yes,Semi-Furnished,2011,9046458,8051347.62,11
P03972,Urban Nest,Independent House,Under Construction,1,3,1980,Yes,Unfurnished,2002,18619920,17688924.0,5
P03973,Green Residency,Villa,Under Construction,4,3,1227,Yes,Furnished,2022,8617221,7927843.32,8
P03974,Silver Oak,Villa,Sold,2,4,2687,No,Semi-Furnished,2006,13776249,11985336.63,13
P03975,Sky Heights,Commercial Office,Sold,2,2,561,Yes,Semi-Furnished,2020,2783121,2643964.95,5
P03976,Silver Oak,Plot,Under Construction,5,2,3114,Yes,Semi-Furnished,2016,10179666,8754512.76,14
P03977,Elite Homes,Commercial Office,Under Construction,4,1,961,Yes,Furnished,2017,8261717,7766013.98,6
P03978,Green Residency,Apartment,Available,5,1,991,No,Furnished,2020,4758782,4282903.8,10
P03979,City Square,Commercial Office,Sold,6,4,4153,No,Semi-Furnished,2012,35533068,30913769.16,13
P03980,Urban Nest,Apartment,Available,5,3,4288,Yes,Furnished,2009,29981696,26084075.52,13
P03981,Sunshine Towers,Shop,Available,2,3,3601,No,Unfurnished,2025,33374068,30370401.88,9
P03982,Elite Homes,Apartment,Sold,6,4,2144,No,Furnished,2014,16339424,13888510.4,15
P03983,Elite Homes,Villa,Available,5,3,1386,No,Semi-Furnished,2018,12243924,10897092.36,11
P03984,Grand Palace,Shop,Under Construction,3,5,3845,No,Semi-Furnished,2000,12242480,11385506.4,7
P03985,Sunshine Towers,Shop,Sold,6,3,1757,Yes,Unfurnished,2012,12223449,11245573.08,8
P03986,Royal Enclave,Shop,Available,1,5,1808,Yes,Furnished,2010,7260928,6680053.76,8
P03987,Elite Homes,Independent House,Sold,5,3,2121,No,Unfurnished,2004,13288065,11294855.25,15
P03988,Silver Oak,Plot,Available,3,1,2832,Yes,Semi-Furnished,2009,17008992,16838902.08,1
P03989,Golden Avenue,Villa,Sold,1,5,1134,Yes,Semi-Furnished,2004,6158754,5912403.84,4
P03990,Green Residency,Apartment,Under Construction,2,3,1717,No,Unfurnished,2006,8590151,8160643.45,5
P03991,Blue Horizon,Commercial Office,Sold,1,1,3003,No,Furnished,2017,20312292,20312292.0,0
P03992,Emerald Residency,Plot,Sold,6,5,3190,Yes,Unfurnished,2001,36496790,31387239.4,14
P03993,River View,Commercial Office,Available,6,3,4586,No,Semi-Furnished,2021,13267298,13134625.02,1
P03994,Lake View,Plot,Available,3,3,3770,No,Semi-Furnished,2012,28486120,26492091.6,7
P03995,River View,Plot,Under Construction,1,5,3033,Yes,Unfurnished,2013,32704839,31069597.05,5
P03996,City Square,Shop,Sold,6,1,4836,No,Semi-Furnished,2018,26409396,23768456.4,10
P03997,Silver Oak,Shop,Available,5,4,2010,No,Semi-Furnished,2018,9842970,9252391.8,6
P03998,Elite Homes,Villa,Sold,6,2,4496,Yes,Unfurnished,2009,41650944,39568396.8,5
P03999,Green Residency,Plot,Under Construction,6,3,4329,Yes,Furnished,2024,27909063,25676337.96,8
P04000,Palm Residency,Shop,Sold,4,4,1363,Yes,Semi-Furnished,2003,10067118,8859063.84,12
P04001,Lake View,Apartment,Available,4,5,3742,Yes,Unfurnished,2017,33026892,28072858.2,15
P04002,Royal Enclave,Commercial Office,Sold,3,5,2587,Yes,Furnished,2021,21733387,21298719.26,2
P04003,Silver Oak,Commercial Office,Under Construction,6,3,3916,Yes,Furnished,2021,29017560,26696155.2,8
P04004,Grand Palace,Apartment,Under Construction,5,2,2427,Yes,Unfurnished,2007,27716340,27716340.0,0
P04005,Silver Oak,Apartment,Under Construction,6,2,2694,No,Semi-Furnished,2018,9741504,9351843.84,4
P04006,Grand Palace,Shop,Available,4,4,2529,Yes,Furnished,2024,12857436,12214564.2,5
P04007,Sky Heights,Apartment,Sold,2,1,4605,No,Furnished,2000,11954580,11476396.8,4
P04008,Golden Avenue,Villa,Available,3,2,2271,Yes,Furnished,2007,20373141,19150752.54,6
P04009,Sky Heights,Shop,Sold,1,5,1953,Yes,Furnished,2015,6337485,6020610.75,5
P04010,Sky Heights,Villa,Under Construction,5,4,4464,Yes,Furnished,2003,24538608,21839361.12,11
P04011,Green Residency,Commercial Office,Available,1,4,4480,No,Semi-Furnished,2018,12208000,12208000.0,0
P04012,Green Residency,Shop,Under Construction,1,5,1148,No,Semi-Furnished,2010,6867336,6523969.2,5
P04013,Grand Palace,Independent House,Sold,5,2,2606,Yes,Unfurnished,2024,27050280,26238771.6,3
P04014,River View,Independent House,Available,3,3,4537,No,Semi-Furnished,2019,19908356,19311105.32,3
P04015,Blue Horizon,Plot,Available,6,5,4204,Yes,Furnished,2015,20196016,19186215.2,5
P04016,Grand Palace,Apartment,Sold,1,1,2444,Yes,Unfurnished,2023,14202084,12923896.44,9
P04017,City Square,Shop,Under Construction,6,1,1964,Yes,Furnished,2003,17151612,17151612.0,0
P04018,Elite Homes,Apartment,Under Construction,6,2,1957,No,Unfurnished,2002,22409607,20840934.51,7
P04019,Blue Horizon,Villa,Under Construction,3,2,4193,No,Furnished,2011,20616981,20410811.19,1
P04020,Sky Heights,Villa,Available,1,1,4077,No,Unfurnished,2011,29570481,28091956.95,5
P04021,River View,Commercial Office,Under Construction,2,2,3664,No,Unfurnished,2000,15253232,14948167.36,2
P04022,Urban Nest,Plot,Under Construction,1,1,4047,No,Unfurnished,2017,37394280,35898508.8,4
P04023,Green Residency,Commercial Office,Available,3,1,3228,Yes,Unfurnished,2012,21637284,20555419.8,5
P04024,Urban Nest,Plot,Available,1,2,1901,Yes,Unfurnished,2018,14059796,13778600.08,2
P04025,Blue Horizon,Plot,Sold,2,1,2817,Yes,Semi-Furnished,2025,16149861,15826863.78,2
P04026,Lake View,Commercial Office,Sold,1,1,3307,Yes,Semi-Furnished,2010,25589566,25589566.0,0
P04027,Palm Residency,Commercial Office,Under Construction,3,2,4987,No,Semi-Furnished,2015,48952392,48462868.08,1
P04028,Emerald Residency,Villa,Sold,5,3,4073,No,Unfurnished,2015,13485703,13485703.0,0
P04029,Blue Horizon,Commercial Office,Under Construction,2,1,4182,No,Semi-Furnished,2021,30603876,30297837.24,1
P04030,River View,Independent House,Under Construction,2,3,3184,Yes,Furnished,2015,16483568,14175868.48,14
P04031,Urban Nest,Villa,Under Construction,5,4,2485,Yes,Unfurnished,2005,29203720,29203720.0,0
P04032,Grand Palace,Apartment,Under Construction,5,2,1568,Yes,Semi-Furnished,2003,6231232,5919670.4,5
P04033,Grand Palace,Apartment,Available,3,1,3999,Yes,Semi-Furnished,2017,12028992,11788412.16,2
P04034,Golden Avenue,Commercial Office,Available,3,1,1964,No,Furnished,2012,15038348,14737581.04,2
P04035,Blue Horizon,Apartment,Sold,6,3,4388,Yes,Unfurnished,2002,44103788,43662750.12,1
P04036,Silver Oak,Shop,Sold,5,3,4103,No,Unfurnished,2017,37517832,35266762.08,6
P04037,Blue Horizon,Shop,Available,2,3,958,No,Unfurnished,2021,2790654,2539495.14,9
P04038,Palm Residency,Shop,Under Construction,6,1,2518,Yes,Unfurnished,2001,11421648,11078998.56,3
P04039,Grand Palace,Independent House,Sold,6,4,4594,No,Semi-Furnished,2014,42802298,41946252.04,2
P04040,Grand Palace,Commercial Office,Sold,2,3,3769,Yes,Furnished,2015,11830891,11357655.36,4
P04041,Urban Nest,Apartment,Sold,3,3,1115,No,Semi-Furnished,2024,3520055,3379252.8,4
P04042,Blue Horizon,Villa,Available,5,1,2560,No,Furnished,2009,25361920,24093824.0,5
P04043,Urban Nest,Plot,Under Construction,2,3,2053,Yes,Furnished,2019,17015264,16164500.8,5
P04044,Palm Residency,Commercial Office,Under Construction,5,5,4385,Yes,Semi-Furnished,2022,47029125,39974756.25,15
P04045,Urban Nest,Villa,Available,5,5,2057,Yes,Unfurnished,2023,16581477,14094255.45,15
P04046,Blue Horizon,Shop,Available,2,3,745,Yes,Unfurnished,2016,6755660,5877424.2,13
P04047,City Square,Villa,Under Construction,5,3,3646,No,Unfurnished,2009,25037082,24035598.72,4
P04048,Urban Nest,Shop,Available,5,5,2404,No,Unfurnished,2024,21484548,19121247.72,11
P04049,City Square,Villa,Available,5,1,3910,No,Semi-Furnished,2005,19737680,16777028.0,15
P04050,Elite Homes,Villa,Available,2,3,524,No,Unfurnished,2005,1795224,1741367.28,3
P04051,Silver Oak,Plot,Available,2,3,984,Yes,Semi-Furnished,2022,4607088,4514946.24,2
P04052,Silver Oak,Independent House,Under Construction,2,3,3312,Yes,Semi-Furnished,2006,30046464,28544140.8,5
P04053,Lake View,Commercial Office,Sold,2,2,2097,No,Semi-Furnished,2001,14974677,13776702.84,8
P04054,Elite Homes,Independent House,Sold,6,1,3010,Yes,Semi-Furnished,2009,14788130,14492367.4,2
P04055,Sky Heights,Apartment,Sold,3,3,2670,No,Unfurnished,2010,27586440,25103660.4,9
P04056,Emerald Residency,Villa,Available,6,5,4853,No,Furnished,2020,36004407,31683878.16,12
P04057,Lake View,Villa,Available,3,1,1822,Yes,Furnished,2013,12706628,10800633.8,15
P04058,Golden Avenue,Shop,Available,3,4,2861,Yes,Unfurnished,2019,30641310,26351526.6,14
P04059,Palm Residency,Villa,Sold,6,2,3147,Yes,Unfurnished,2019,35104785,29839067.25,15
P04060,Emerald Residency,Independent House,Under Construction,5,1,3450,Yes,Furnished,2001,34889850,31400865.0,10
P04061,Palm Residency,Apartment,Sold,6,1,4833,Yes,Semi-Furnished,2015,57121227,54265165.65,5
P04062,River View,Shop,Available,1,3,4313,Yes,Semi-Furnished,2010,24670360,24176952.8,2
P04063,City Square,Apartment,Under Construction,1,2,2556,No,Semi-Furnished,2007,26423928,23253056.64,12
P04064,Palm Residency,Villa,Available,6,1,1081,No,Unfurnished,2013,2937077,2555256.99,13
P04065,City Square,Plot,Under Construction,5,4,1435,Yes,Semi-Furnished,2025,13302450,12371278.5,7
P04066,Urban Nest,Shop,Sold,5,1,1704,Yes,Unfurnished,2015,5290920,4656009.6,12
P04067,Green Residency,Independent House,Sold,1,3,4086,Yes,Semi-Furnished,2018,10815642,10491172.74,3
P04068,River View,Apartment,Available,3,1,1636,Yes,Furnished,2013,5271192,5271192.0,0
P04069,Emerald Residency,Independent House,Available,2,4,1852,No,Unfurnished,2007,8684028,8423507.16,3
P04070,Green Residency,Villa,Under Construction,4,1,2664,No,Furnished,2011,8261064,7104515.04,14
P04071,Silver Oak,Commercial Office,Sold,5,5,4208,No,Furnished,2001,14770080,14474678.4,2
P04072,Sky Heights,Independent House,Sold,3,2,2608,No,Furnished,2020,26844144,24965053.92,7
P04073,Royal Enclave,Plot,Available,6,5,3966,Yes,Unfurnished,2011,47524578,42296874.42,11
P04074,Lake View,Villa,Under Construction,3,5,2738,No,Semi-Furnished,2021,27952242,24318450.54,13
P04075,River View,Villa,Sold,6,5,4627,Yes,Unfurnished,2007,13742190,12367971.0,10
P04076,Urban Nest,Independent House,Sold,5,4,4879,Yes,Semi-Furnished,2014,46931101,46931101.0,0
P04077,Palm Residency,Plot,Under Construction,6,1,830,No,Unfurnished,2006,5781780,5608326.6,3
P04078,Green Residency,Independent House,Sold,2,5,956,Yes,Semi-Furnished,2025,9181424,9181424.0,0
P04079,Lake View,Villa,Sold,5,4,3638,No,Unfurnished,2000,34077146,32032517.24,6
P04080,Palm Residency,Independent House,Under Construction,4,4,640,No,Semi-Furnished,2002,3397120,3329177.6,2
P04081,Sky Heights,Apartment,Under Construction,3,2,3690,Yes,Unfurnished,2004,32176800,29280888.0,9
P04082,Palm Residency,Shop,Available,5,1,1570,No,Semi-Furnished,2018,11470420,11355715.8,1
P04083,Elite Homes,Commercial Office,Under Construction,6,2,3134,No,Semi-Furnished,2007,25106474,23851150.3,5
P04084,Blue Horizon,Independent House,Available,4,4,3210,Yes,Semi-Furnished,2023,29971770,26674875.3,11
P04085,Urban Nest,Independent House,Available,4,3,3388,Yes,Semi-Furnished,2002,17929296,17032831.2,5
P04086,Grand Palace,Independent House,Under Construction,5,3,3934,No,Unfurnished,2020,13143494,12880624.12,2
P04087,Urban Nest,Shop,Sold,2,2,4434,Yes,Unfurnished,2008,51953178,45199264.86,13
P04088,River View,Independent House,Available,2,5,3755,No,Semi-Furnished,2021,44068680,43627993.2,1
P04089,Green Residency,Villa,Available,6,5,3280,No,Furnished,2014,8249200,8166708.0,1
P04090,Palm Residency,Commercial Office,Available,3,5,1172,Yes,Semi-Furnished,2004,10894912,9805420.8,10
P04091,River View,Plot,Sold,2,5,3291,Yes,Unfurnished,2006,34219818,30113439.84,12
P04092,Sunshine Towers,Shop,Sold,2,5,2829,No,Furnished,2009,13135047,11427490.89,13
P04093,Royal Enclave,Shop,Available,3,1,4687,No,Furnished,2000,42267366,39308650.38,7
P04094,Palm Residency,Villa,Sold,1,1,4818,No,Unfurnished,2015,26951892,23178627.12,14
P04095,Lake View,Villa,Available,6,4,3361,Yes,Unfurnished,2006,36352576,35989050.24,1
P04096,Sky Heights,Independent House,Under Construction,5,1,4440,Yes,Semi-Furnished,2001,28935480,27199351.2,6
P04097,Emerald Residency,Shop,Under Construction,2,1,4633,No,Semi-Furnished,2009,18170626,16535269.66,9
P04098,Silver Oak,Villa,Under Construction,4,1,1980,Yes,Unfurnished,2019,11410740,11182525.2,2
P04099,Urban Nest,Villa,Under Construction,5,1,1797,Yes,Furnished,2018,11565492,10061978.04,13
P04100,City Square,Plot,Under Construction,4,4,4249,No,Semi-Furnished,2007,39583684,35625315.6,10
P04101,Silver Oak,Plot,Sold,3,3,2947,No,Unfurnished,2001,17410876,16018005.92,8
P04102,Sky Heights,Commercial Office,Under Construction,3,3,2155,No,Unfurnished,2023,9307445,9028221.65,3
P04103,Royal Enclave,Apartment,Sold,5,2,3081,No,Furnished,2007,10188867,9781312.32,4
P04104,City Square,Villa,Available,2,1,2185,No,Unfurnished,2023,7962140,7245547.4,9
P04105,Lake View,Shop,Sold,3,1,4305,Yes,Furnished,2012,28421610,28421610.0,0
P04106,Royal Enclave,Plot,Sold,1,4,4104,No,Unfurnished,2003,31764960,30812011.2,3
P04107,Grand Palace,Shop,Sold,3,5,4411,No,Furnished,2003,41384002,37659441.82,9
P04108,Sunshine Towers,Commercial Office,Under Construction,3,2,4212,No,Furnished,2001,22555260,20525286.6,9
P04109,Silver Oak,Apartment,Under Construction,3,4,1883,No,Furnished,2021,5743150,5455992.5,5
P04110,City Square,Villa,Sold,5,5,2189,No,Semi-Furnished,2024,9476181,9002371.95,5
P04111,Lake View,Independent House,Available,5,3,4847,Yes,Unfurnished,2021,35950199,31995677.11,11
P04112,Silver Oak,Apartment,Under Construction,6,3,1050,No,Semi-Furnished,2012,7668150,6978016.5,9
P04113,Palm Residency,Plot,Sold,2,2,548,Yes,Semi-Furnished,2002,4695264,4460500.8,5
P04114,Grand Palace,Independent House,Available,6,5,3577,No,Unfurnished,2011,28294070,26030544.4,8
P04115,River View,Plot,Available,1,5,4349,No,Unfurnished,2021,35570471,35214766.29,1
P04116,River View,Apartment,Under Construction,3,4,4198,Yes,Unfurnished,2019,26208114,22801059.18,13
P04117,Royal Enclave,Plot,Under Construction,3,1,1550,Yes,Furnished,2025,11736600,11501868.0,2
P04118,Urban Nest,Plot,Under Construction,1,4,2476,No,Unfurnished,2013,7928152,7373181.36,7
P04119,Silver Oak,Apartment,Available,2,3,603,No,Unfurnished,2019,2767167,2711823.66,2
P04120,River View,Plot,Sold,3,4,3151,Yes,Semi-Furnished,2011,22775428,21636656.6,5
P04121,Lake View,Shop,Under Construction,6,2,1528,No,Semi-Furnished,2021,16389328,14750395.2,10
P04122,Elite Homes,Apartment,Under Construction,1,4,3705,Yes,Semi-Furnished,2011,37676145,36545860.65,3
P04123,Elite Homes,Shop,Sold,4,4,1163,No,Semi-Furnished,2017,8652720,8566192.8,1
P04124,Sunshine Towers,Commercial Office,Sold,6,2,3678,No,Semi-Furnished,2020,10044618,9040156.2,10
P04125,River View,Commercial Office,Sold,3,1,3885,Yes,Furnished,2007,22890420,20601378.0,10
P04126,Sunshine Towers,Plot,Available,2,3,3542,Yes,Unfurnished,2004,30510788,26849493.44,12
P04127,Silver Oak,Commercial Office,Available,5,2,1167,Yes,Unfurnished,2022,11132013,9573531.18,14
P04128,River View,Shop,Sold,5,4,4482,No,Unfurnished,2015,53138592,46230575.04,13
P04129,Sunshine Towers,Shop,Available,5,4,2338,Yes,Semi-Furnished,2005,24792152,24544230.48,1
P04130,City Square,Independent House,Available,4,5,2000,Yes,Semi-Furnished,2018,7574000,6589380.0,13
P04131,Royal Enclave,Independent House,Available,1,1,1598,No,Semi-Furnished,2012,4255474,4127809.78,3
P04132,Silver Oak,Plot,Available,1,5,1241,No,Furnished,2014,3447498,3068273.22,11
P04133,Elite Homes,Shop,Available,4,1,3941,Yes,Furnished,2006,10628877,9247122.99,13
P04134,Elite Homes,Villa,Sold,4,2,3390,No,Semi-Furnished,2011,30221850,27501883.5,9
P04135,Emerald Residency,Villa,Under Construction,5,3,1031,Yes,Semi-Furnished,2000,3173418,2983012.92,6
P04136,Royal Enclave,Shop,Sold,2,1,2285,Yes,Semi-Furnished,2024,25320085,24054080.75,5
P04137,Urban Nest,Shop,Sold,6,4,2195,No,Furnished,2021,13731920,12358728.0,10
P04138,Sky Heights,Plot,Available,5,5,1739,Yes,Furnished,2017,4441406,3864023.22,13
P04139,City Square,Shop,Under Construction,5,3,4641,No,Furnished,2021,16702959,15032663.1,10
P04140,River View,Villa,Under Construction,6,1,1343,Yes,Unfurnished,2005,14414419,14126130.62,2
P04141,Urban Nest,Plot,Under Construction,1,2,3705,No,Semi-Furnished,2012,23134020,20357937.6,12
P04142,City Square,Shop,Under Construction,3,4,1935,Yes,Unfurnished,2007,9856890,8575494.3,13
P04143,Golden Avenue,Independent House,Under Construction,3,3,583,Yes,Furnished,2021,6150650,6089143.5,1
P04144,Royal Enclave,Shop,Under Construction,6,5,2778,Yes,Furnished,2015,23385204,21982091.76,6
P04145,Blue Horizon,Independent House,Under Construction,2,1,2145,Yes,Unfurnished,2008,17413110,16716585.6,4
P04146,Urban Nest,Shop,Under Construction,3,4,4199,Yes,Unfurnished,2020,34045492,33705037.08,1
P04147,Sunshine Towers,Shop,Available,3,4,4606,No,Unfurnished,2001,45931032,45012411.36,2
P04148,City Square,Villa,Sold,3,2,2826,No,Unfurnished,2019,10408158,9263260.62,11
P04149,Emerald Residency,Villa,Under Construction,5,5,2449,Yes,Furnished,2022,9083341,8175006.9,10
P04150,Palm Residency,Apartment,Under Construction,4,4,4568,No,Semi-Furnished,2018,18098416,16831526.88,7
P04151,City Square,Plot,Available,4,3,4108,No,Semi-Furnished,2004,44469100,42245645.0,5
P04152,City Square,Villa,Sold,1,5,3185,No,Unfurnished,2018,9198280,8830348.8,4
P04153,Palm Residency,Commercial Office,Under Construction,3,5,2928,Yes,Unfurnished,2023,19600032,17640028.8,10
P04154,Urban Nest,Plot,Sold,4,1,2447,No,Semi-Furnished,2020,19744843,19744843.0,0
P04155,River View,Shop,Available,6,5,1240,No,Unfurnished,2011,11231920,9659451.2,14
P04156,Sunshine Towers,Commercial Office,Available,2,5,3486,Yes,Semi-Furnished,2025,9586500,9298905.0,3
P04157,Emerald Residency,Commercial Office,Sold,1,2,4265,Yes,Semi-Furnished,2012,18070805,16263724.5,10
P04158,Sunshine Towers,Shop,Sold,1,5,4536,Yes,Semi-Furnished,2004,11389896,10934300.16,4
P04159,River View,Apartment,Available,6,2,4998,Yes,Furnished,2005,13424628,11679426.36,13
P04160,Grand Palace,Plot,Sold,4,2,4128,Yes,Furnished,2006,40334688,37511259.84,7
P04161,Emerald Residency,Independent House,Sold,5,2,3574,No,Semi-Furnished,2015,8988610,7730204.6,14
P04162,Sky Heights,Shop,Under Construction,6,1,3346,No,Unfurnished,2010,35246764,32074555.24,9
P04163,Golden Avenue,Villa,Sold,4,4,778,No,Semi-Furnished,2012,7688196,7226904.24,6
P04164,Sunshine Towers,Commercial Office,Available,4,3,546,No,Semi-Furnished,2013,6282822,5340398.7,15
P04165,Sunshine Towers,Shop,Under Construction,6,1,3398,No,Unfurnished,2003,11729896,11143401.2,5
P04166,Sunshine Towers,Independent House,Available,2,5,1942,No,Semi-Furnished,2004,14916502,13723181.84,8
P04167,Emerald Residency,Plot,Under Construction,1,1,3185,Yes,Semi-Furnished,2000,12689040,11547026.4,9
P04168,Sky Heights,Plot,Sold,5,4,606,Yes,Furnished,2002,2066460,2045795.4,1
P04169,Sunshine Towers,Plot,Under Construction,5,3,2610,No,Semi-Furnished,2024,16435170,14956004.7,9
P04170,Urban Nest,Shop,Sold,2,4,2400,Yes,Unfurnished,2019,16862400,16356528.0,3
P04171,Sky Heights,Villa,Under Construction,5,3,3596,No,Furnished,2016,21892448,21016750.08,4
P04172,Sunshine Towers,Apartment,Available,3,3,1530,No,Unfurnished,2025,8214570,7310967.3,11
P04173,Sky Heights,Shop,Available,1,5,842,Yes,Semi-Furnished,2019,6245956,6245956.0,0
P04174,Palm Residency,Commercial Office,Available,6,5,2815,Yes,Furnished,2010,33081880,28450416.8,14
P04175,Golden Avenue,Commercial Office,Under Construction,5,1,2369,Yes,Furnished,2017,26968696,23193078.56,14
P04176,Silver Oak,Shop,Sold,4,4,797,No,Furnished,2023,8829166,7946249.4,10
P04177,River View,Apartment,Available,3,1,2240,No,Unfurnished,2006,25188800,21662368.0,14
P04178,Palm Residency,Independent House,Under Construction,6,2,674,Yes,Unfurnished,2006,6183950,5751073.5,7
P04179,City Square,Villa,Under Construction,6,2,4167,Yes,Furnished,2012,36486252,33932214.36,7
P04180,Royal Enclave,Commercial Office,Available,4,1,3352,No,Unfurnished,2002,38635152,34771636.8,10
P04181,Sunshine Towers,Apartment,Available,1,1,4349,No,Furnished,2010,42059179,36170893.94,14
P04182,Grand Palace,Plot,Sold,4,1,1618,Yes,Furnished,2007,5609606,5385221.76,4
P04183,Urban Nest,Commercial Office,Sold,4,3,774,No,Unfurnished,2019,4289508,3989242.44,7
P04184,Grand Palace,Shop,Available,2,4,606,No,Semi-Furnished,2015,6775686,5759333.1,15
P04185,Golden Avenue,Apartment,Under Construction,2,3,4367,Yes,Semi-Furnished,2010,35355232,30405499.52,14
P04186,Sunshine Towers,Apartment,Sold,3,5,3893,No,Semi-Furnished,2022,32915315,31927855.55,3
P04187,City Square,Shop,Sold,3,2,4207,No,Furnished,2011,41077148,37380204.68,9
P04188,Blue Horizon,Independent House,Under Construction,5,2,3147,Yes,Unfurnished,2013,37433565,37059229.35,1
P04189,Sky Heights,Shop,Under Construction,3,1,1343,Yes,Semi-Furnished,2023,12879370,10947464.5,15
P04190,Emerald Residency,Villa,Available,5,3,1110,No,Semi-Furnished,2013,7990890,6952074.3,13
P04191,Green Residency,Plot,Under Construction,3,1,3889,Yes,Unfurnished,2017,22610646,21254007.24,6
P04192,Grand Palace,Apartment,Under Construction,2,3,4054,No,Unfurnished,2001,21919978,18631981.3,15
P04193,Lake View,Independent House,Sold,1,2,2951,No,Semi-Furnished,2006,19030999,17889139.06,6
P04194,Golden Avenue,Commercial Office,Available,2,3,3445,Yes,Semi-Furnished,2024,26729755,22987589.3,14
P04195,Elite Homes,Apartment,Available,3,3,4354,Yes,Semi-Furnished,2006,49078288,49078288.0,0
P04196,Sunshine Towers,Shop,Available,3,2,4300,Yes,Semi-Furnished,2003,47760100,42028888.0,12
P04197,City Square,Villa,Under Construction,5,4,4290,No,Semi-Furnished,2013,23363340,21961539.6,6
P04198,Urban Nest,Shop,Available,2,5,3322,No,Semi-Furnished,2017,32462584,30839454.8,5
P04199,Lake View,Plot,Available,5,2,1506,Yes,Furnished,2023,17876220,16446122.4,8
P04200,Emerald Residency,Apartment,Under Construction,2,2,1642,Yes,Semi-Furnished,2005,13480820,12537162.6,7
P04201,Golden Avenue,Shop,Sold,6,1,4610,No,Semi-Furnished,2010,39323300,36177436.0,8
P04202,Grand Palace,Apartment,Under Construction,5,2,3107,Yes,Furnished,2008,7947706,7868228.94,1
P04203,Elite Homes,Villa,Sold,2,1,2163,Yes,Unfurnished,2004,20684769,17582053.65,15
P04204,Elite Homes,Villa,Under Construction,3,5,574,No,Semi-Furnished,2018,6575744,5786654.72,12
P04205,Urban Nest,Independent House,Available,4,5,4077,Yes,Furnished,2006,20058840,17852367.6,11
P04206,Lake View,Apartment,Sold,2,5,3840,No,Semi-Furnished,2009,22828800,20774208.0,9
P04207,Silver Oak,Plot,Available,6,5,4909,Yes,Furnished,2000,58647823,55715431.85,5
P04208,Lake View,Independent House,Sold,2,5,2871,No,Semi-Furnished,2021,17217387,15151300.56,12
P04209,Sky Heights,Villa,Sold,2,2,634,No,Semi-Furnished,2001,2655826,2257452.1,15
P04210,City Square,Villa,Sold,2,5,616,Yes,Furnished,2022,5629624,5122957.84,9
P04211,Green Residency,Commercial Office,Under Construction,3,4,2804,Yes,Unfurnished,2002,26907184,25023681.12,7
P04212,Grand Palace,Independent House,Under Construction,6,2,783,Yes,Furnished,2001,3213432,2827820.16,12
P04213,Sunshine Towers,Plot,Sold,4,2,1677,No,Semi-Furnished,2010,12599301,12347314.98,2
P04214,Emerald Residency,Independent House,Available,5,3,4216,No,Furnished,2005,50250504,44722948.56,11
P04215,Emerald Residency,Apartment,Available,6,1,4689,No,Unfurnished,2013,17851023,17672512.77,1
P04216,City Square,Plot,Sold,6,1,992,Yes,Semi-Furnished,2000,7293184,6345070.08,13
P04217,Green Residency,Commercial Office,Under Construction,1,4,2645,No,Furnished,2016,11201575,9857386.0,12
P04218,River View,Villa,Sold,3,1,695,No,Semi-Furnished,2020,7335030,6674877.3,9
P04219,Urban Nest,Independent House,Available,2,1,4027,No,Furnished,2005,28132622,27007317.12,4
P04220,Emerald Residency,Villa,Under Construction,5,2,3338,No,Unfurnished,2008,9109402,7834085.72,14
P04221,Emerald Residency,Apartment,Available,6,1,4301,Yes,Unfurnished,2016,37164941,37164941.0,0
P04222,Sunshine Towers,Villa,Under Construction,6,1,3334,Yes,Semi-Furnished,2013,32613188,31634792.36,3
P04223,Lake View,Independent House,Sold,2,2,2131,Yes,Semi-Furnished,2024,8140420,7489186.4,8
P04224,Golden Avenue,Plot,Sold,3,3,1040,Yes,Unfurnished,2025,12012000,11411400.0,5
P04225,Emerald Residency,Independent House,Under Construction,2,2,547,Yes,Unfurnished,2021,6286124,6160401.52,2
