Property_ID,City,State,Locality,Zip_Code,Latitude,Longitude
P05874,Ghaziabad,Uttar Pradesh,Central Area,367644,12.13667,74.898991
P05875,Indore,Madhya Pradesh,Central Area,486804,30.359782,86.316169
P05876,Ghaziabad,Uttar Pradesh,Central Area,700640,9.787806,79.172425
P05877,Pune,Maharashtra,Baner,322965,13.147261,89.470864
P05878,Chennai,Tamil Nadu,Velachery,971067,25.752928,74.787503
P05879,Pune,Maharashtra,Hinjewadi,297897,22.268569,91.834632
P05880,Patna,Bihar,Kankarbagh,791565,8.879189,84.902335
P05881,Kochi,Kerala,Marine Drive,986681,8.122084,68.025794
P05882,Bhubaneswar,Odisha,Khandagiri,711623,32.335727,95.951438
P05883,Indore,Madhya Pradesh,Central Area,661383,23.111559,80.560762
P05884,Thiruvananthapuram,Kerala,Central Area,283518,23.3617,82.713965
P05885,Patna,Bihar,Kankarbagh,320821,15.140885,91.797799
P05886,Bhubaneswar,Odisha,Patia,326914,20.949013,90.284894
P05887,Bengaluru,Karnataka,Electronic City,701089,17.671031,81.800632
P05888,Mumbai,Maharashtra,Borivali,799457,19.097323,94.913086
P05889,Patna,Bihar,Kankarbagh,467636,23.476687,82.475945
P05890,Mumbai,Maharashtra,Powai,651561,25.983688,94.331564
P05891,Delhi,Delhi,Saket,762808,19.463355,72.041155
P05892,Patna,Bihar,Boring Road,566746,14.5748,85.800378
P05893,Ghaziabad,Uttar Pradesh,Central Area,557599,12.037319,86.409514
P05894,Vadodara,Gujarat,Central Area,606382,31.912269,78.900622
P05895,Lucknow,Uttar Pradesh,Gomti Nagar,161887,25.236062,82.551884
P05896,Indore,Madhya Pradesh,Central Area,882195,16.391269,75.262171
P05897,Hyderabad,Telangana,Kukatpally,912979,15.561463,95.892614
P05898,Indore,Madhya Pradesh,Central Area,791084,11.856536,86.929946
P05899,Jamshedpur,Jharkhand,Central Area,562049,30.205111,80.458925
P05900,Hyderabad,Telangana,Madhapur,681634,14.130195,84.2392
P05901,Jaipur,Rajasthan,Malviya Nagar,248125,17.433917,71.138549
P05902,Cuttack,Odisha,Central Area,941316,34.498318,80.342239
P05903,Bengaluru,Karnataka,Indiranagar,947539,28.233986,75.617369
P05904,Pune,Maharashtra,Hinjewadi,923930,13.620446,93.411678
P05905,Jamshedpur,Jharkhand,Central Area,272673,27.009189,88.679426
P05906,Mumbai,Maharashtra,Bandra,138145,30.754568,95.531042
P05907,Cuttack,Odisha,Central Area,568344,10.1808,72.30245
P05908,Hyderabad,Telangana,Kukatpally,578850,32.794258,70.841676
P05909,Kochi,Kerala,Edappally,122743,27.428462,77.272169
P05910,Kolkata,West Bengal,New Town,752376,25.161058,73.148437
P05911,Bhopal,Madhya Pradesh,Central Area,999990,18.428632,72.142341
P05912,Mumbai,Maharashtra,Bandra,107893,15.281987,94.946936
P05913,Nagpur,Maharashtra,Central Area,313956,14.763535,68.129152
P05914,Hyderabad,Telangana,Madhapur,391627,33.246397,90.03565
P05915,Hyderabad,Telangana,Kukatpally,218828,33.320325,84.087188
P05916,Mysuru,Karnataka,Central Area,389156,29.074008,75.713299
P05917,Surat,Gujarat,Central Area,556467,26.853735,71.218591
P05918,Bengaluru,Karnataka,Electronic City,754784,9.307794,84.735624
P05919,Ranchi,Jharkhand,Lalpur,861367,15.015333,92.343874
P05920,Kochi,Kerala,Edappally,599992,10.046138,96.720208
P05921,Bhubaneswar,Odisha,Patia,421739,12.561036,70.587121
P05922,Pune,Maharashtra,Baner,675906,22.341285,96.998746
P05923,Ghaziabad,Uttar Pradesh,Central Area,248103,14.997924,68.510106
P05924,Kolkata,West Bengal,Park Street,462961,29.861855,87.173402
P05925,Jaipur,Rajasthan,Vaishali Nagar,676397,33.646731,87.827932
P05926,Surat,Gujarat,Central Area,667815,8.39738,87.655292
P05927,Ghaziabad,Uttar Pradesh,Central Area,526473,8.41089,71.203637
P05928,Ranchi,Jharkhand,Lalpur,321626,15.078823,96.854935
P05929,Pune,Maharashtra,Hinjewadi,269819,33.961529,70.01422
P05930,Chennai,Tamil Nadu,OMR,843595,8.781881,69.651986
P05931,Mumbai,Maharashtra,Powai,395786,12.89879,74.894046
P05932,Mumbai,Maharashtra,Borivali,163459,33.79188,75.628233
P05933,Delhi,Delhi,Dwarka,782869,20.126682,68.756699
P05934,Surat,Gujarat,Central Area,269222,21.857195,69.00033
P05935,Pune,Maharashtra,Wakad,288723,8.055776,93.391352
P05936,Ghaziabad,Uttar Pradesh,Central Area,321450,9.362766,80.644438
P05937,Mysuru,Karnataka,Central Area,355634,19.511807,72.340331
P05938,Surat,Gujarat,Central Area,299454,28.013504,76.556061
P05939,Delhi,Delhi,Rohini,790925,10.294194,96.875735
P05940,Jaipur,Rajasthan,Vaishali Nagar,365341,8.205108,81.489684
P05941,Kochi,Kerala,Kakkanad,783125,17.125298,96.439044
P05942,Ahmedabad,Gujarat,Navrangpura,340469,13.776651,69.854807
P05943,Indore,Madhya Pradesh,Central Area,400775,29.448633,84.447995
P05944,Chandigarh,Chandigarh,Central Area,528033,32.765631,89.807079
P05945,Ahmedabad,Gujarat,Satellite,306719,31.406394,70.979804
P05946,Pune,Maharashtra,Hinjewadi,155765,34.615065,96.08428
P05947,Ahmedabad,Gujarat,SG Highway,800388,23.252476,93.678443
P05948,Kolkata,West Bengal,Salt Lake,767845,33.466304,68.807565
P05949,Lucknow,Uttar Pradesh,Aliganj,907355,19.124566,94.69572
P05950,Kolkata,West Bengal,Salt Lake,248492,14.215397,77.805566
P05951,Bengaluru,Karnataka,HSR Layout,937269,30.522262,72.519896
P05952,Lucknow,Uttar Pradesh,Aliganj,741931,33.765303,86.12581
P05953,Jaipur,Rajasthan,Vaishali Nagar,109875,25.186081,83.419005
P05954,Noida,Uttar Pradesh,Sector 137,988762,28.443126,69.308334
P05955,Kochi,Kerala,Edappally,783785,12.747956,76.573438
P05956,Kochi,Kerala,Edappally,978225,22.253511,81.330421
P05957,Vadodara,Gujarat,Central Area,879185,20.999922,81.460209
P05958,Patna,Bihar,Bailey Road,839429,8.723505,90.581999
P05959,Bhubaneswar,Odisha,Khandagiri,943982,12.433376,70.175748
P05960,Surat,Gujarat,Central Area,485719,18.198183,90.527363
P05961,Thiruvananthapuram,Kerala,Central Area,557191,20.788466,75.052158
P05962,Noida,Uttar Pradesh,Sector 62,384332,12.201369,79.174202
P05963,Jaipur,Rajasthan,Vaishali Nagar,840335,22.203872,80.719142
P05964,Kochi,Kerala,Kakkanad,794940,8.708685,81.928029
P05965,Bengaluru,Karnataka,Whitefield,860221,33.475629,82.558828
P05966,Chandigarh,Chandigarh,Central Area,674965,12.434359,91.051618
P05967,Pune,Maharashtra,Baner,484539,26.388105,93.128428
P05968,Chandigarh,Chandigarh,Central Area,641813,18.570356,82.638667
P05969,Chennai,Tamil Nadu,Velachery,310342,18.677852,78.204489
P05970,Surat,Gujarat,Central Area,486418,11.020399,81.83813
P05971,Coimbatore,Tamil Nadu,Central Area,515547,24.526921,71.790954
P05972,Thiruvananthapuram,Kerala,Central Area,261914,8.7067,92.597409
P05973,Ghaziabad,Uttar Pradesh,Central Area,339913,19.558718,77.777092
P05974,Indore,Madhya Pradesh,Central Area,741262,26.476284,81.881835
P05975,Noida,Uttar Pradesh,Sector 62,619305,25.063213,86.107617
P05976,Lucknow,Uttar Pradesh,Hazratganj,969588,32.4065,90.584938
P05977,Patna,Bihar,Boring Road,250300,27.904519,75.516993
P05978,Chandigarh,Chandigarh,Central Area,331385,24.503617,76.068287
P05979,Howrah,West Bengal,Central Area,952543,23.087705,79.253529
P05980,Delhi,Delhi,Karol Bagh,596983,23.790999,82.326739
P05981,Ghaziabad,Uttar Pradesh,Central Area,235535,17.291797,84.397183
P05982,Udaipur,Rajasthan,Central Area,731326,22.890201,68.104198
P05983,Jaipur,Rajasthan,Vaishali Nagar,467428,25.697392,91.959061
P05984,Cuttack,Odisha,Central Area,556041,12.060334,89.338069
P05985,Patna,Bihar,Kankarbagh,174197,15.98958,82.410682
P05986,Bhopal,Madhya Pradesh,Central Area,666251,22.600696,77.093084
P05987,Warangal,Telangana,Central Area,665661,24.235532,71.491052
P05988,Coimbatore,Tamil Nadu,Central Area,201605,25.688607,96.036795
P05989,Hyderabad,Telangana,Gachibowli,602480,23.325721,82.447159
P05990,Udaipur,Rajasthan,Central Area,770793,10.781223,79.522346
P05991,Kolkata,West Bengal,Park Street,791581,31.378933,81.305229
P05992,Kolkata,West Bengal,Park Street,694815,24.514264,87.320966
P05993,Delhi,Delhi,Karol Bagh,866498,31.213327,72.2673
P05994,Bhopal,Madhya Pradesh,Central Area,206181,16.173761,83.690487
P05995,Patna,Bihar,Boring Road,696019,29.961501,83.677107
P05996,Indore,Madhya Pradesh,Central Area,343504,12.098514,77.416407
P05997,Mysuru,Karnataka,Central Area,398898,19.271462,68.522116
P05998,Indore,Madhya Pradesh,Central Area,588734,29.101395,75.691642
P05999,Thiruvananthapuram,Kerala,Central Area,332262,26.981245,81.705863
P06000,Cuttack,Odisha,Central Area,642439,24.411806,76.791999
P06001,Vadodara,Gujarat,Central Area,138988,20.391144,76.972147
P06002,Warangal,Telangana,Central Area,685810,29.358446,73.08718
P06003,Bengaluru,Karnataka,Indiranagar,799943,15.638202,95.496139
P06004,Jaipur,Rajasthan,Mansarovar,472400,23.229117,84.845948
P06005,Lucknow,Uttar Pradesh,Hazratganj,307398,21.509786,84.334671
P06006,Kolkata,West Bengal,Salt Lake,282636,28.78485,92.318287
P06007,Ranchi,Jharkhand,Morabadi,443754,17.211422,85.575382
P06008,Ghaziabad,Uttar Pradesh,Central Area,177161,26.810794,79.563671
P06009,Bhopal,Madhya Pradesh,Central Area,954534,31.835012,83.549815
P06010,Cuttack,Odisha,Central Area,178389,19.430081,77.39068
P06011,Kochi,Kerala,Marine Drive,667983,25.497521,86.884911
P06012,Bhubaneswar,Odisha,Saheed Nagar,208355,13.895432,69.664018
P06013,Kochi,Kerala,Kakkanad,264239,32.620082,73.803692
P06014,Noida,Uttar Pradesh,Sector 62,807267,16.876166,70.29026
P06015,Kolkata,West Bengal,Park Street,504569,25.809416,92.57205
P06016,Pune,Maharashtra,Wakad,399481,18.339934,89.824847
P06017,Lucknow,Uttar Pradesh,Aliganj,924981,24.812258,72.026524
P06018,Cuttack,Odisha,Central Area,227875,29.488854,96.646533
P06019,Mysuru,Karnataka,Central Area,437799,21.380764,73.19157
P06020,Chandigarh,Chandigarh,Central Area,578618,22.345981,92.418405
P06021,Jaipur,Rajasthan,Vaishali Nagar,442123,8.18552,71.047151
P06022,Nagpur,Maharashtra,Central Area,286396,18.095264,86.786897
P06023,Pune,Maharashtra,Baner,894275,34.92915,72.74648
P06024,Hyderabad,Telangana,Madhapur,707129,20.563437,72.545621
P06025,Cuttack,Odisha,Central Area,775513,32.657238,77.433361
P06026,Howrah,West Bengal,Central Area,606907,29.662723,85.013137
P06027,Patna,Bihar,Bailey Road,536772,10.053289,69.1919
P06028,Bhubaneswar,Odisha,Saheed Nagar,949661,32.734484,93.772091
P06029,Mysuru,Karnataka,Central Area,131567,24.424725,95.981268
P06030,Chennai,Tamil Nadu,Velachery,609090,17.849991,68.578602
P06031,Bhopal,Madhya Pradesh,Central Area,672521,13.884841,68.669961
P06032,Nagpur,Maharashtra,Central Area,310359,24.147182,77.828157
P06033,Surat,Gujarat,Central Area,588301,26.285822,76.581887
P06034,Kochi,Kerala,Marine Drive,862240,10.31671,93.967282
P06035,Jamshedpur,Jharkhand,Central Area,261631,15.662921,68.585557
P06036,Patna,Bihar,Boring Road,895808,15.369748,76.511712
P06037,Coimbatore,Tamil Nadu,Central Area,405905,34.574413,83.200256
P06038,Cuttack,Odisha,Central Area,780372,14.758924,69.850781
P06039,Pune,Maharashtra,Hinjewadi,479820,10.491147,84.462331
P06040,Noida,Uttar Pradesh,Sector 18,392019,30.309736,92.610983
P06041,Nagpur,Maharashtra,Central Area,512632,27.060317,80.215311
P06042,Noida,Uttar Pradesh,Sector 18,648958,25.646355,81.831182
P06043,Kochi,Kerala,Kakkanad,100309,28.322285,82.370579
P06044,Patna,Bihar,Bailey Road,687851,29.417196,86.328013
P06045,Hyderabad,Telangana,Kukatpally,328359,17.590399,91.451805
P06046,Delhi,Delhi,Karol Bagh,859551,26.649456,71.527272
P06047,Bengaluru,Karnataka,Electronic City,779769,21.847204,95.260751
P06048,Nagpur,Maharashtra,Central Area,641421,33.500062,74.956844
P06049,Howrah,West Bengal,Central Area,296732,12.621798,82.805179
P06050,Ranchi,Jharkhand,Morabadi,941453,13.752517,81.497465
P06051,Pune,Maharashtra,Wakad,133341,27.893776,79.49445
P06052,Patna,Bihar,Boring Road,606614,32.330946,71.847078
P06053,Kolkata,West Bengal,Salt Lake,994273,31.990417,87.783212
P06054,Hyderabad,Telangana,Madhapur,589131,32.056245,74.896161
P06055,Noida,Uttar Pradesh,Sector 18,842066,17.474315,83.2061
P06056,Ranchi,Jharkhand,Lalpur,262428,28.852638,85.210303
P06057,Pune,Maharashtra,Wakad,421440,30.62552,94.640887
P06058,Patna,Bihar,Boring Road,446116,21.684626,84.453483
P06059,Bhopal,Madhya Pradesh,Central Area,162255,25.173822,90.456953
P06060,Thiruvananthapuram,Kerala,Central Area,728971,28.627066,90.136326
P06061,Chennai,Tamil Nadu,OMR,652216,22.950627,92.265574
P06062,Mysuru,Karnataka,Central Area,291801,15.031068,77.074341
P06063,Kolkata,West Bengal,New Town,822276,21.145557,93.17924
P06064,Nagpur,Maharashtra,Central Area,656693,12.901166,70.989083
P06065,Delhi,Delhi,Saket,325123,29.270862,83.854082
P06066,Mumbai,Maharashtra,Bandra,126481,33.87054,85.846112
P06067,Kolkata,West Bengal,New Town,930990,11.074793,85.905635
P06068,Jamshedpur,Jharkhand,Central Area,527489,9.339044,85.119011
P06069,Bhubaneswar,Odisha,Patia,506793,23.04191,80.694151
P06070,Bhubaneswar,Odisha,Khandagiri,352396,23.711205,92.092017
P06071,Warangal,Telangana,Central Area,237942,30.918589,95.046232
P06072,Jaipur,Rajasthan,Malviya Nagar,863509,22.848757,91.942058
P06073,Udaipur,Rajasthan,Central Area,590325,10.188494,74.068662
P06074,Bengaluru,Karnataka,HSR Layout,604952,19.632549,84.990763
P06075,Chandigarh,Chandigarh,Central Area,719699,16.12137,96.37118
P06076,Surat,Gujarat,Central Area,828116,15.96672,83.129065
P06077,Delhi,Delhi,Rohini,764803,29.334645,85.480531
P06078,Jaipur,Rajasthan,Vaishali Nagar,638705,10.187656,89.010766
P06079,Coimbatore,Tamil Nadu,Central Area,888825,33.114802,85.89148
P06080,Jamshedpur,Jharkhand,Central Area,577736,17.69836,69.324965
P06081,Mumbai,Maharashtra,Andheri,605431,27.015761,73.032365
P06082,Delhi,Delhi,Karol Bagh,448739,24.234023,71.775045
P06083,Lucknow,Uttar Pradesh,Aliganj,113929,14.755052,77.966596
P06084,Ranchi,Jharkhand,Lalpur,629624,19.612233,84.705056
P06085,Nagpur,Maharashtra,Central Area,977216,16.251216,80.938067
P06086,Bhubaneswar,Odisha,Patia,851213,24.793261,81.668322
P06087,Ghaziabad,Uttar Pradesh,Central Area,905380,18.854461,83.24257
P06088,Ranchi,Jharkhand,Harmu,802508,34.323054,81.437727
P06089,Kochi,Kerala,Marine Drive,403609,29.028874,91.95353
P06090,Delhi,Delhi,Dwarka,919023,18.716534,76.456864
P06091,Cuttack,Odisha,Central Area,683739,34.607304,91.731297
P06092,Kolkata,West Bengal,Park Street,638214,8.153143,71.002944
P06093,Kolkata,West Bengal,Park Street,808064,10.416793,91.624147
P06094,Mumbai,Maharashtra,Borivali,692488,9.002178,69.318895
P06095,Howrah,West Bengal,Central Area,643704,17.416579,91.549256
P06096,Pune,Maharashtra,Kothrud,574977,26.342926,77.301091
P06097,Kolkata,West Bengal,New Town,501995,29.137316,83.906623
P06098,Hyderabad,Telangana,Gachibowli,498231,33.286345,88.989502
P06099,Kochi,Kerala,Marine Drive,102650,14.59037,84.61478
P06100,Nagpur,Maharashtra,Central Area,195985,33.591201,95.725033
P06101,Nagpur,Maharashtra,Central Area,277659,8.201935,74.554318
P06102,Udaipur,Rajasthan,Central Area,697372,33.266846,79.895682
P06103,Howrah,West Bengal,Central Area,521601,32.164342,70.253798
P06104,Mumbai,Maharashtra,Powai,895313,28.288702,94.02989
P06105,Hyderabad,Telangana,Kukatpally,680385,33.7826,80.752223
P06106,Hyderabad,Telangana,Madhapur,724066,19.673331,90.653559
P06107,Bhopal,Madhya Pradesh,Central Area,718503,24.759386,73.025321
P06108,Thiruvananthapuram,Kerala,Central Area,531285,20.674235,71.934325
P06109,Patna,Bihar,Boring Road,441416,20.251719,83.048293
P06110,Kolkata,West Bengal,New Town,458425,30.308221,91.331232
P06111,Mumbai,Maharashtra,Powai,382575,32.536418,74.289428
P06112,Bhubaneswar,Odisha,Khandagiri,519551,32.693654,88.790459
P06113,Pune,Maharashtra,Wakad,892657,16.1306,90.461442
P06114,Mysuru,Karnataka,Central Area,491092,24.655615,90.532773
P06115,Patna,Bihar,Kankarbagh,376863,8.352949,83.990812
P06116,Bengaluru,Karnataka,Electronic City,870503,27.869407,84.963176
P06117,Noida,Uttar Pradesh,Sector 62,448534,30.662573,71.983389
P06118,Pune,Maharashtra,Wakad,936237,16.058971,87.45943
P06119,Kolkata,West Bengal,Salt Lake,294142,8.296239,75.576895
P06120,Ahmedabad,Gujarat,SG Highway,397584,14.202163,92.798368
P06121,Chandigarh,Chandigarh,Central Area,363945,21.434494,88.940543
P06122,Bhopal,Madhya Pradesh,Central Area,911320,8.876059,83.283746
P06123,Chennai,Tamil Nadu,Velachery,987014,32.302977,95.669594
P06124,Warangal,Telangana,Central Area,377731,17.306522,84.129178
P06125,Noida,Uttar Pradesh,Sector 18,524750,10.543739,91.547767
P06126,Warangal,Telangana,Central Area,147358,23.799108,71.815183
P06127,Noida,Uttar Pradesh,Sector 137,107306,22.217354,72.937024
P06128,Mumbai,Maharashtra,Bandra,225468,28.36041,83.549228
P06129,Lucknow,Uttar Pradesh,Hazratganj,482302,28.771479,95.456968
P06130,Bhopal,Madhya Pradesh,Central Area,121109,26.515113,91.431372
P06131,Jamshedpur,Jharkhand,Central Area,973819,32.204856,83.534713
P06132,Mumbai,Maharashtra,Bandra,279059,29.199367,78.413652
P06133,Hyderabad,Telangana,Gachibowli,629174,19.560225,89.592775
P06134,Bhopal,Madhya Pradesh,Central Area,368226,31.242345,85.67552
P06135,Chandigarh,Chandigarh,Central Area,606359,29.013163,87.166395
P06136,Indore,Madhya Pradesh,Central Area,788094,10.41972,93.751518
P06137,Ghaziabad,Uttar Pradesh,Central Area,656281,16.959916,85.780695
P06138,Bengaluru,Karnataka,Indiranagar,582080,9.42611,80.903301
P06139,Nagpur,Maharashtra,Central Area,367855,9.991006,92.397182
P06140,Bhubaneswar,Odisha,Saheed Nagar,423941,12.784571,76.334711
P06141,Pune,Maharashtra,Hinjewadi,148817,14.469892,95.540666
P06142,Kochi,Kerala,Marine Drive,467431,12.578019,96.824228
P06143,Ahmedabad,Gujarat,Navrangpura,100703,27.733472,72.248206
P06144,Hyderabad,Telangana,Madhapur,205701,17.797137,82.357848
P06145,Bhubaneswar,Odisha,Khandagiri,356288,27.132213,79.005398
P06146,Kochi,Kerala,Marine Drive,957272,21.035733,84.991266
P06147,Surat,Gujarat,Central Area,399112,17.594928,83.6742
P06148,Bhubaneswar,Odisha,Saheed Nagar,363565,30.325591,73.233205
P06149,Pune,Maharashtra,Wakad,540978,23.5285,94.025524
P06150,Chandigarh,Chandigarh,Central Area,945355,31.354152,83.728087
P06151,Vadodara,Gujarat,Central Area,295547,12.471975,84.544676
P06152,Udaipur,Rajasthan,Central Area,648064,13.175323,73.257876
P06153,Coimbatore,Tamil Nadu,Central Area,146172,13.968385,79.774265
P06154,Chennai,Tamil Nadu,OMR,625760,22.156915,74.168618
P06155,Chennai,Tamil Nadu,Anna Nagar,956819,22.840508,94.802421
P06156,Vadodara,Gujarat,Central Area,606021,19.273174,85.305125
P06157,Chandigarh,Chandigarh,Central Area,432290,34.478416,69.65909
P06158,Surat,Gujarat,Central Area,324707,23.625165,82.767211
P06159,Bhopal,Madhya Pradesh,Central Area,108930,15.985881,95.823651
P06160,Chandigarh,Chandigarh,Central Area,849638,13.976694,76.174139
P06161,Warangal,Telangana,Central Area,818327,34.287153,90.886065
P06162,Nagpur,Maharashtra,Central Area,945344,30.989016,76.185905
P06163,Warangal,Telangana,Central Area,755175,20.220863,86.657642
P06164,Kochi,Kerala,Kakkanad,774282,33.011833,68.948256
P06165,Kolkata,West Bengal,Park Street,136502,22.002074,91.222181
P06166,Jamshedpur,Jharkhand,Central Area,509716,33.266156,72.572603
P06167,Bhopal,Madhya Pradesh,Central Area,341920,27.064842,71.129984
P06168,Pune,Maharashtra,Wakad,181369,28.178441,85.251663
P06169,Ghaziabad,Uttar Pradesh,Central Area,470549,18.740226,68.726941
P06170,Chandigarh,Chandigarh,Central Area,500135,23.628757,81.662305
P06171,Warangal,Telangana,Central Area,529209,23.230531,69.805904
P06172,Kochi,Kerala,Kakkanad,172881,16.194628,85.957645
P06173,Bhopal,Madhya Pradesh,Central Area,478385,16.007002,76.045135
P06174,Delhi,Delhi,Saket,953155,28.576745,77.657809
P06175,Kolkata,West Bengal,Salt Lake,844903,31.500431,82.936911
P06176,Thiruvananthapuram,Kerala,Central Area,716991,14.126521,74.263536
P06177,Bengaluru,Karnataka,Indiranagar,524903,24.615397,93.014003
P06178,Ranchi,Jharkhand,Harmu,576838,10.827218,82.403763
P06179,Bhopal,Madhya Pradesh,Central Area,364883,18.106522,95.37517
P06180,Vadodara,Gujarat,Central Area,892602,32.818798,96.955304
P06181,Noida,Uttar Pradesh,Sector 62,160431,18.608866,85.904979
P06182,Lucknow,Uttar Pradesh,Hazratganj,742681,32.540372,96.11975
P06183,Jamshedpur,Jharkhand,Central Area,246498,19.820253,75.273654
P06184,Mysuru,Karnataka,Central Area,641607,29.822132,81.311254
P06185,Udaipur,Rajasthan,Central Area,342470,16.701474,91.481628
P06186,Indore,Madhya Pradesh,Central Area,473231,26.858311,94.951729
P06187,Ghaziabad,Uttar Pradesh,Central Area,825599,18.157868,73.540413
P06188,Chandigarh,Chandigarh,Central Area,536219,11.531437,81.195559
P06189,Kochi,Kerala,Marine Drive,977143,21.729819,73.267074
P06190,Lucknow,Uttar Pradesh,Aliganj,667505,10.660988,85.219681
P06191,Kochi,Kerala,Edappally,506450,11.757147,70.876011
P06192,Nagpur,Maharashtra,Central Area,490876,31.725096,92.307243
P06193,Chennai,Tamil Nadu,Anna Nagar,233752,11.498265,79.793356
P06194,Surat,Gujarat,Central Area,929684,24.975043,85.024799
P06195,Bhubaneswar,Odisha,Patia,571670,23.303322,90.654668
P06196,Ranchi,Jharkhand,Morabadi,522428,24.24459,83.592731
P06197,Kochi,Kerala,Kakkanad,192110,12.783185,79.615948
P06198,Howrah,West Bengal,Central Area,778125,22.695349,71.7511
P06199,Jaipur,Rajasthan,Vaishali Nagar,298770,17.435566,81.160482
P06200,Warangal,Telangana,Central Area,695632,31.902038,86.37729
P06201,Noida,Uttar Pradesh,Sector 62,637131,14.109224,85.479868
P06202,Chandigarh,Chandigarh,Central Area,875847,15.131602,70.211788
P06203,Indore,Madhya Pradesh,Central Area,504881,10.440605,73.399385
P06204,Cuttack,Odisha,Central Area,536171,22.070951,82.974748
P06205,Bengaluru,Karnataka,Electronic City,369656,17.556787,79.777823
P06206,Jamshedpur,Jharkhand,Central Area,771833,25.524277,94.506917
P06207,Vadodara,Gujarat,Central Area,144898,31.431481,79.167403
P06208,Vadodara,Gujarat,Central Area,672865,17.926019,73.708861
P06209,Jamshedpur,Jharkhand,Central Area,136379,16.585954,84.320978
P06210,Ahmedabad,Gujarat,SG Highway,826900,19.545829,77.596019
P06211,Warangal,Telangana,Central Area,114838,33.646931,70.774512
P06212,Kolkata,West Bengal,Salt Lake,689552,23.455841,76.30529
P06213,Indore,Madhya Pradesh,Central Area,706307,29.501515,89.860549
P06214,Delhi,Delhi,Dwarka,781944,8.044221,73.131111
P06215,Kochi,Kerala,Marine Drive,313791,20.458451,71.940154
P06216,Jamshedpur,Jharkhand,Central Area,202632,13.026733,84.168316
P06217,Indore,Madhya Pradesh,Central Area,270377,21.050415,77.380181
P06218,Ghaziabad,Uttar Pradesh,Central Area,840406,12.357068,93.154188
P06219,Thiruvananthapuram,Kerala,Central Area,132992,29.298441,80.611599
P06220,Pune,Maharashtra,Wakad,517128,16.086767,79.263029
P06221,Chandigarh,Chandigarh,Central Area,239400,31.595091,95.014102
P06222,Hyderabad,Telangana,Madhapur,412961,22.066775,79.503349
P06223,Lucknow,Uttar Pradesh,Gomti Nagar,666529,16.240913,74.507349
P06224,Indore,Madhya Pradesh,Central Area,305873,11.959233,75.791716
P06225,Indore,Madhya Pradesh,Central Area,348115,15.141554,77.763332
P06226,Bhubaneswar,Odisha,Patia,830626,21.079365,96.519364
P06227,Mumbai,Maharashtra,Bandra,853033,34.700591,92.624043
P06228,Mumbai,Maharashtra,Bandra,254982,15.159939,75.250969
P06229,Chandigarh,Chandigarh,Central Area,340848,11.992619,86.344717
P06230,Mysuru,Karnataka,Central Area,593802,21.033583,84.120253
P06231,Lucknow,Uttar Pradesh,Hazratganj,720561,14.682701,68.103974
P06232,Coimbatore,Tamil Nadu,Central Area,637095,28.022198,84.980597
P06233,Ahmedabad,Gujarat,SG Highway,467121,33.381739,94.068451
P06234,Hyderabad,Telangana,Kukatpally,700948,31.931002,92.139896
P06235,Chandigarh,Chandigarh,Central Area,192553,10.208011,73.884591
P06236,Ghaziabad,Uttar Pradesh,Central Area,677129,10.836275,77.391734
P06237,Noida,Uttar Pradesh,Sector 18,707047,28.38264,68.568323
P06238,Cuttack,Odisha,Central Area,939290,24.834526,80.468467
P06239,Hyderabad,Telangana,Madhapur,666650,33.671684,74.766223
P06240,Jamshedpur,Jharkhand,Central Area,550048,30.304214,80.148408
P06241,Kochi,Kerala,Marine Drive,889029,11.271403,95.033708
P06242,Lucknow,Uttar Pradesh,Aliganj,764447,20.543867,78.097352
P06243,Jamshedpur,Jharkhand,Central Area,388204,8.144824,71.582237
P06244,Hyderabad,Telangana,Gachibowli,490214,25.487905,71.898262
P06245,Warangal,Telangana,Central Area,332287,12.176939,74.766306
P06246,Kochi,Kerala,Kakkanad,888734,24.506386,80.503219
P06247,Coimbatore,Tamil Nadu,Central Area,979514,14.456514,79.018368
P06248,Kochi,Kerala,Kakkanad,933815,20.299564,92.353885
P06249,Jamshedpur,Jharkhand,Central Area,347413,8.730686,88.231989
P06250,Ghaziabad,Uttar Pradesh,Central Area,223164,22.162534,75.328255
P06251,Ahmedabad,Gujarat,SG Highway,354638,12.052628,81.215277
P06252,Patna,Bihar,Boring Road,817321,19.948339,69.200854
P06253,Bhubaneswar,Odisha,Khandagiri,117291,15.827601,96.094255
P06254,Vadodara,Gujarat,Central Area,522224,8.142064,74.197133
P06255,Kolkata,West Bengal,Salt Lake,793418,9.962293,90.871146
P06256,Ahmedabad,Gujarat,Navrangpura,314917,27.372615,78.163681
P06257,Warangal,Telangana,Central Area,312812,10.579972,78.26631
P06258,Kochi,Kerala,Marine Drive,742283,32.154946,73.530607
P06259,Hyderabad,Telangana,Gachibowli,917889,22.065882,70.622865
P06260,Mumbai,Maharashtra,Borivali,787193,33.685451,90.441882
P06261,Coimbatore,Tamil Nadu,Central Area,288389,21.733441,85.780345
P06262,Kochi,Kerala,Edappally,151366,32.970717,91.186319
P06263,Cuttack,Odisha,Central Area,574001,9.87953,87.691876
P06264,Surat,Gujarat,Central Area,840501,31.086252,74.853766
P06265,Mysuru,Karnataka,Central Area,693739,9.823786,74.680025
P06266,Mysuru,Karnataka,Central Area,449526,27.88313,82.023106
