Sale_ID,Property_ID,Customer_ID,Agent_ID,Listing_Date,Sale_Date,Days_On_Market,Payment_Method,Loan_Approved,Sale_Status
S02007,P05915,C00022,A0188,11/26/2024,3/13/2026,472,UPI,Yes,Pending
S02008,P08600,C03611,A0177,2/24/2022,9/13/2023,566,Cash,No,Completed
S02009,P05640,C09428,A0368,8/18/2022,4/16/2024,607,Bank Loan,Yes,Completed
S02010,P08928,C04178,A0492,9/23/2022,4/8/2023,197,Cash,No,Completed
S02011,P21173,C12386,A0097,12/9/2024,1/14/2026,401,NEFT,Yes,Completed
S02012,P06670,C08644,A0128,2/25/2023,9/11/2025,929,NEFT,No,Completed
S02013,P00328,C16960,A0412,1/15/2025,5/15/2025,120,NEFT,No,Completed
S02014,P22843,C07677,A0311,7/3/2023,4/9/2024,281,Home Loan,No,Completed
S02015,P22479,C02761,A0459,7/17/2022,6/2/2024,686,NEFT,Yes,Completed
S02016,P01588,C17954,A0415,5/3/2025,5/15/2025,12,Home Loan,No,Completed
S02017,P00299,C19449,A0368,1/1/2022,3/19/2023,442,Bank Loan,No,Completed
S02018,P03950,C08181,A0080,9/19/2023,11/28/2024,436,Bank Loan,Yes,Completed
S02019,P28247,C04710,A0085,12/5/2021,4/6/2025,1218,Home Loan,No,Completed
S02020,P11583,C02090,A0225,9/11/2024,12/6/2024,86,Bank Loan,No,Completed
S02021,P13166,C14969,A0105,6/20/2025,6/29/2026,374,Home Loan,Yes,Completed
S02022,P21059,C01467,A0192,8/24/2022,7/29/2024,705,Cash,No,Completed
S02023,P07810,C17622,A0385,8/26/2023,9/10/2025,746,Bank Loan,Yes,Completed
S02024,P21778,C09518,A0288,12/17/2023,7/18/2024,214,Home Loan,No,Completed
S02025,P02571,C17075,A0054,1/27/2026,5/21/2026,114,NEFT,Yes,Completed
S02026,P06980,C17006,A0436,4/12/2025,5/29/2025,47,UPI,Yes,Completed
S02027,P25539,C07184,A0026,8/17/2024,8/3/2025,351,Cash,Yes,Completed
S02028,P20523,C06274,A0460,7/15/2024,3/30/2026,623,Home Loan,Yes,Completed
S02029,P29179,C07471,A0105,4/30/2026,6/22/2026,53,Cash,Yes,Completed
S02030,P03210,C06651,A0398,5/1/2025,4/29/2026,363,RTGS,No,Completed
S02031,P04961,C19427,A0150,11/6/2021,6/22/2025,1324,NEFT,Yes,Completed
S02032,P14504,C04327,A0127,7/11/2022,12/3/2023,510,Bank Loan,Yes,Completed
S02033,P15482,C19868,A0135,9/27/2021,10/18/2025,1482,UPI,Yes,Completed
S02034,P25437,C16832,A0178,11/16/2024,12/20/2024,34,Home Loan,No,Completed
S02035,P24190,C14165,A0455,12/13/2024,5/31/2025,169,Bank Loan,No,Completed
S02036,P08015,C02884,A0275,11/6/2021,6/1/2025,1303,Home Loan,Yes,Completed
S02037,P15943,C10236,A0450,3/29/2024,10/12/2024,197,Bank Loan,No,Completed
S02038,P24198,C00210,A0270,7/16/2022,10/4/2024,811,Bank Loan,No,Completed
S02039,P14728,C14455,A0132,9/4/2021,4/6/2024,945,RTGS,Yes,Pending
S02040,P27125,C05919,A0379,9/11/2023,11/12/2023,62,Cash,Yes,Completed
S02041,P05798,C08685,A0310,12/14/2023,6/14/2025,548,Home Loan,Yes,Completed
S02042,P12652,C11899,A0304,12/16/2021,2/3/2026,1510,RTGS,Yes,Cancelled
S02043,P14971,C07725,A0353,3/30/2026,4/4/2026,5,NEFT,No,Completed
S02044,P04677,C02980,A0159,2/24/2024,11/18/2024,268,RTGS,Yes,Cancelled
S02045,P05444,C10432,A0198,9/15/2021,12/21/2021,97,RTGS,Yes,Completed
S02046,P06253,C08520,A0122,11/29/2022,5/9/2024,527,UPI,Yes,Completed
S02047,P13144,C16713,A0381,12/24/2022,9/24/2023,274,UPI,No,Completed
S02048,P18058,C13255,A0345,5/16/2024,1/11/2026,605,Cash,No,Completed
S02049,P18378,C06977,A0010,2/28/2024,8/18/2024,172,Cash,Yes,Completed
S02050,P01120,C07267,A0066,4/12/2024,1/25/2025,288,Bank Loan,Yes,Pending
S02051,P14270,C14627,A0409,4/29/2026,7/1/2026,63,Bank Loan,Yes,Cancelled
S02052,P22006,C12377,A0285,7/31/2021,10/11/2023,802,Cash,Yes,Completed
S02053,P02459,C11008,A0478,10/31/2024,4/2/2025,153,Bank Loan,No,Completed
S02054,P21156,C13322,A0243,10/22/2025,10/23/2025,1,NEFT,Yes,Completed
S02055,P21113,C06502,A0292,8/2/2022,3/3/2026,1309,Bank Loan,No,Pending
S02056,P11228,C11722,A0223,6/6/2025,6/6/2025,0,Bank Loan,Yes,Completed
S02057,P10630,C17643,A0114,2/8/2024,5/3/2025,450,RTGS,Yes,Pending
S02058,P15912,C10415,A0203,8/11/2023,4/18/2026,981,UPI,Yes,Pending
S02059,P16929,C15587,A0188,11/20/2023,10/16/2025,696,NEFT,No,Completed
S02060,P20217,C12455,A0253,10/9/2025,3/6/2026,148,Cash,No,Completed
S02061,P08402,C18005,A0441,9/18/2024,9/18/2024,0,NEFT,No,Pending
S02062,P21907,C15329,A0403,9/27/2025,3/6/2026,160,NEFT,No,Cancelled
S02063,P20307,C05670,A0300,4/30/2025,5/11/2025,11,Bank Loan,No,Completed
S02064,P06111,C00253,A0448,8/31/2024,2/19/2026,537,UPI,Yes,Completed
S02065,P14063,C18218,A0452,5/24/2023,3/16/2024,297,Cash,No,Completed
S02066,P12379,C01852,A0382,8/9/2025,2/7/2026,182,Cash,No,Completed
S02067,P19818,C12819,A0238,12/27/2022,12/29/2022,2,Bank Loan,No,Completed
S02068,P10491,C19581,A0089,11/25/2021,5/3/2023,524,Bank Loan,No,Completed
S02069,P13051,C18368,A0277,10/14/2025,11/17/2025,34,Cash,No,Completed
S02070,P24602,C15518,A0422,7/28/2024,9/19/2024,53,Home Loan,No,Cancelled
S02071,P10960,C01090,A0372,4/12/2024,1/27/2025,290,Cash,No,Completed
S02072,P23514,C09291,A0312,5/1/2024,11/12/2025,560,NEFT,No,Completed
S02073,P22246,C06256,A0359,9/7/2024,3/9/2026,548,Home Loan,Yes,Completed
S02074,P18187,C16107,A0493,5/16/2024,7/1/2026,776,NEFT,Yes,Completed
S02075,P01711,C12493,A0121,1/23/2025,6/28/2025,156,Bank Loan,Yes,Completed
S02076,P01083,C04175,A0330,7/25/2022,9/12/2024,780,UPI,No,Cancelled
S02077,P25336,C13518,A0179,9/24/2022,3/15/2025,903,Bank Loan,Yes,Completed
S02078,P00561,C04450,A0184,6/3/2023,6/14/2024,377,Cash,Yes,Completed
S02079,P07714,C05440,A0316,8/6/2023,8/13/2023,7,UPI,No,Completed
S02080,P23585,C03058,A0054,7/21/2022,3/23/2024,611,Home Loan,No,Pending
S02081,P07781,C08068,A0261,3/2/2025,6/14/2026,469,NEFT,Yes,Completed
S02082,P18912,C16152,A0195,10/13/2021,2/24/2023,499,Bank Loan,No,Completed
S02083,P08839,C13197,A0464,12/3/2025,6/14/2026,193,Home Loan,Yes,Completed
S02084,P11713,C06043,A0051,11/1/2025,1/21/2026,81,RTGS,Yes,Pending
S02085,P06442,C14698,A0313,12/31/2022,10/28/2024,667,NEFT,Yes,Completed
S02086,P02432,C18481,A0240,2/25/2026,3/22/2026,25,RTGS,Yes,Pending
S02087,P05976,C02911,A0296,7/25/2021,7/18/2024,1089,Cash,No,Completed
S02088,P21134,C04622,A0381,9/8/2022,4/15/2025,950,RTGS,No,Pending
S02089,P12139,C17526,A0239,11/15/2022,4/2/2026,1234,UPI,Yes,Completed
S02090,P16015,C12626,A0458,5/3/2026,6/23/2026,51,Cash,Yes,Completed
S02091,P14890,C03882,A0490,11/22/2022,3/24/2025,853,Home Loan,No,Completed
S02092,P12964,C10608,A0151,7/9/2024,12/24/2025,533,Cash,Yes,Completed
S02093,P15805,C03353,A0282,12/7/2021,8/26/2022,262,Cash,No,Completed
S02094,P01693,C06076,A0496,7/1/2025,8/24/2025,54,NEFT,No,Completed
S02095,P22959,C00116,A0137,9/10/2022,3/25/2023,196,RTGS,Yes,Completed
S02096,P21252,C16942,A0042,12/3/2025,7/8/2026,217,Cash,Yes,Completed
S02097,P22108,C06380,A0231,12/7/2022,11/29/2025,1088,Home Loan,No,Completed
S02098,P04370,C08137,A0327,2/12/2025,9/26/2025,226,Home Loan,No,Completed
S02099,P25619,C04372,A0315,9/2/2023,12/8/2025,828,Home Loan,No,Completed
S02100,P28790,C07835,A0061,1/4/2024,3/5/2025,426,Home Loan,Yes,Completed
S02101,P20488,C13467,A0177,1/17/2023,8/19/2025,945,RTGS,Yes,Completed
S02102,P15744,C19212,A0218,12/11/2022,1/26/2024,411,NEFT,No,Completed
S02103,P12437,C01464,A0131,3/2/2023,7/10/2026,1226,UPI,No,Completed
S02104,P05858,C01332,A0379,5/1/2025,6/23/2026,418,UPI,Yes,Completed
S02105,P09190,C01346,A0017,12/27/2021,7/20/2022,205,NEFT,Yes,Pending
S02106,P26356,C07317,A0142,2/22/2025,4/13/2025,50,Home Loan,Yes,Completed
S02107,P18130,C00163,A0333,3/24/2026,6/10/2026,78,Home Loan,Yes,Completed
S02108,P11629,C00725,A0251,10/21/2024,12/6/2024,46,UPI,Yes,Completed
S02109,P11214,C17143,A0158,3/14/2026,3/25/2026,11,Home Loan,Yes,Completed
S02110,P14897,C01440,A0295,3/4/2024,5/23/2025,445,Bank Loan,No,Completed
S02111,P12730,C11936,A0056,1/18/2025,4/19/2026,456,UPI,Yes,Completed
S02112,P11239,C04884,A0068,3/5/2026,4/22/2026,48,Home Loan,No,Pending
S02113,P19287,C18599,A0127,3/28/2024,12/7/2025,619,Home Loan,Yes,Completed
S02114,P24251,C01790,A0339,8/29/2023,7/7/2025,678,Cash,Yes,Pending
S02115,P10230,C16853,A0431,8/18/2022,5/17/2023,272,Bank Loan,Yes,Completed
S02116,P26015,C00426,A0117,12/9/2021,8/11/2025,1341,UPI,No,Completed
S02117,P11927,C18699,A0490,9/7/2022,4/15/2026,1316,Bank Loan,No,Cancelled
S02118,P03071,C06241,A0357,1/31/2026,3/13/2026,41,Bank Loan,No,Completed
S02119,P06320,C08798,A0475,1/2/2025,2/19/2026,413,RTGS,Yes,Completed
S02120,P10944,C03251,A0042,5/12/2024,2/19/2025,283,UPI,No,Completed
S02121,P16820,C02189,A0350,11/30/2023,5/9/2024,161,Home Loan,Yes,Completed
S02122,P21674,C08540,A0085,3/6/2022,5/29/2023,449,RTGS,No,Completed
S02123,P18636,C03353,A0276,10/9/2024,11/1/2024,23,UPI,Yes,Completed
S02124,P15920,C02065,A0151,3/20/2023,11/3/2023,228,NEFT,No,Completed
S02125,P21995,C01710,A0324,10/24/2022,9/21/2023,332,Home Loan,Yes,Completed
S02126,P25892,C15028,A0114,7/23/2022,11/22/2022,122,NEFT,Yes,Completed
S02127,P08876,C11957,A0343,9/5/2022,5/22/2026,1355,Home Loan,Yes,Pending
S02128,P25097,C16310,A0383,10/8/2025,10/31/2025,23,NEFT,No,Completed
S02129,P15008,C07394,A0160,7/12/2023,7/28/2025,747,UPI,Yes,Completed
S02130,P19689,C09125,A0390,7/27/2024,12/15/2025,506,NEFT,No,Completed
S02131,P12987,C04235,A0314,10/6/2022,11/30/2024,786,RTGS,Yes,Cancelled
S02132,P14294,C13288,A0383,7/7/2024,7/3/2026,726,RTGS,Yes,Completed
S02133,P06414,C11191,A0291,11/25/2022,9/19/2023,298,Home Loan,Yes,Pending
S02134,P14192,C06490,A0331,8/5/2022,8/18/2022,13,NEFT,No,Completed
S02135,P25930,C19615,A0345,10/29/2024,1/31/2026,459,Home Loan,Yes,Completed
S02136,P09280,C07469,A0350,4/30/2026,6/8/2026,39,Cash,No,Completed
S02137,P01638,C03813,A0220,5/21/2025,3/11/2026,294,UPI,Yes,Completed
S02138,P22217,C16360,A0009,8/24/2024,5/9/2026,623,RTGS,Yes,Completed
S02139,P00748,C10976,A0488,11/27/2023,11/21/2025,725,Bank Loan,Yes,Completed
S02140,P28662,C02016,A0249,2/12/2025,11/28/2025,289,Cash,No,Completed
S02141,P01933,C01383,A0321,2/7/2025,2/12/2025,5,Bank Loan,No,Completed
S02142,P12629,C07860,A0475,5/11/2022,10/24/2024,897,NEFT,Yes,Completed
S02143,P29039,C16558,A0174,11/17/2024,12/10/2025,388,RTGS,Yes,Completed
S02144,P11620,C19935,A0098,4/16/2025,5/12/2026,391,Cash,Yes,Completed
S02145,P14633,C16460,A0383,7/13/2022,10/9/2024,819,UPI,No,Completed
S02146,P11532,C07452,A0099,8/3/2025,8/7/2025,4,NEFT,No,Completed
S02147,P25833,C07785,A0410,7/9/2024,9/9/2024,62,Home Loan,No,Completed
S02148,P07398,C06705,A0190,4/17/2026,5/23/2026,36,NEFT,Yes,Cancelled
S02149,P15939,C01008,A0010,12/15/2024,3/4/2026,444,Bank Loan,No,Completed
S02150,P02291,C00379,A0208,11/28/2023,4/14/2025,503,Bank Loan,Yes,Completed
S02151,P17778,C04644,A0002,2/12/2023,6/15/2023,123,RTGS,No,Completed
S02152,P18484,C06356,A0196,8/28/2022,2/12/2023,168,UPI,Yes,Completed
S02153,P07924,C11955,A0462,1/9/2024,4/7/2024,89,Home Loan,No,Completed
S02154,P19156,C10221,A0420,7/18/2021,8/7/2024,1116,Bank Loan,No,Pending
S02155,P20864,C00649,A0231,7/14/2023,10/25/2023,103,Home Loan,Yes,Completed
S02156,P27649,C19782,A0131,12/13/2025,3/10/2026,87,UPI,Yes,Completed
S02157,P21661,C13108,A0306,1/1/2025,1/18/2026,382,RTGS,Yes,Completed
S02158,P22001,C18115,A0035,10/6/2024,7/3/2026,635,RTGS,No,Completed
S02159,P00966,C11659,A0357,10/12/2021,8/13/2023,670,Bank Loan,No,Completed
S02160,P07939,C08568,A0364,4/13/2026,6/17/2026,65,NEFT,Yes,Completed
S02161,P05818,C17624,A0431,3/11/2024,11/24/2024,258,RTGS,No,Completed
S02162,P21045,C16082,A0158,5/22/2025,11/6/2025,168,UPI,No,Completed
S02163,P26239,C19351,A0119,9/21/2021,11/8/2025,1509,Home Loan,Yes,Completed
S02164,P01110,C13341,A0411,5/21/2024,6/25/2024,35,Home Loan,No,Completed
S02165,P00101,C17295,A0017,10/28/2024,12/8/2025,406,NEFT,Yes,Completed
S02166,P06067,C07580,A0335,11/13/2021,5/1/2025,1265,Cash,Yes,Completed
S02167,P29846,C16794,A0459,11/9/2021,1/10/2026,1523,NEFT,Yes,Completed
S02168,P07742,C04537,A0292,9/25/2022,1/3/2025,831,Home Loan,Yes,Completed
S02169,P27773,C07223,A0406,2/24/2022,11/8/2025,1353,NEFT,No,Pending
S02170,P24911,C16428,A0340,11/17/2024,4/12/2025,146,NEFT,Yes,Completed
S02171,P20857,C06991,A0446,4/6/2025,12/8/2025,246,NEFT,Yes,Completed
S02172,P21162,C15568,A0330,1/19/2025,5/25/2026,491,RTGS,No,Completed
S02173,P18775,C09884,A0228,9/29/2025,6/10/2026,254,Home Loan,No,Completed
S02174,P20027,C07431,A0480,7/13/2022,9/14/2022,63,UPI,No,Completed
S02175,P06773,C04813,A0117,8/17/2023,10/20/2025,795,RTGS,Yes,Completed
S02176,P02445,C05431,A0266,1/28/2026,4/1/2026,63,Home Loan,No,Completed
S02177,P05042,C05105,A0490,7/24/2022,5/22/2026,1398,UPI,No,Completed
S02178,P11924,C14732,A0006,8/15/2025,10/28/2025,74,RTGS,Yes,Completed
S02179,P20281,C04677,A0346,3/9/2026,3/24/2026,15,Cash,No,Completed
S02180,P21739,C07332,A0059,9/21/2025,11/9/2025,49,NEFT,No,Pending
S02181,P19775,C17235,A0331,10/7/2022,6/19/2024,621,RTGS,Yes,Completed
S02182,P17297,C11272,A0286,12/8/2021,5/17/2022,160,Home Loan,No,Completed
S02183,P07083,C00419,A0404,3/21/2026,6/1/2026,72,Bank Loan,Yes,Pending
S02184,P20805,C16696,A0447,8/6/2025,2/13/2026,191,Cash,Yes,Cancelled
S02185,P03873,C16299,A0284,1/29/2022,6/24/2026,1607,UPI,Yes,Completed
S02186,P29037,C09793,A0412,10/9/2024,9/8/2025,334,Home Loan,Yes,Completed
S02187,P19252,C19489,A0197,1/22/2025,2/21/2026,395,Home Loan,Yes,Completed
S02188,P25726,C12167,A0049,2/10/2025,12/6/2025,299,NEFT,Yes,Completed
S02189,P18304,C05069,A0427,11/25/2022,8/30/2024,644,Home Loan,No,Completed
S02190,P17211,C12146,A0366,8/23/2025,12/4/2025,103,RTGS,No,Completed
S02191,P07887,C14533,A0415,10/6/2023,11/5/2023,30,Cash,No,Pending
S02192,P29417,C13431,A0202,4/29/2026,6/6/2026,38,UPI,Yes,Completed
S02193,P17413,C10917,A0033,8/27/2022,9/29/2025,1129,NEFT,Yes,Completed
S02194,P25130,C08872,A0088,2/22/2022,12/10/2025,1387,UPI,No,Completed
S02195,P26667,C14779,A0398,6/12/2023,7/19/2024,403,Cash,No,Completed
S02196,P05225,C10785,A0064,7/2/2023,11/22/2023,143,Cash,No,Completed
S02197,P05706,C05794,A0150,8/30/2021,7/8/2025,1408,NEFT,Yes,Completed
S02198,P09296,C08237,A0003,8/28/2022,5/26/2024,637,UPI,No,Completed
S02199,P21400,C19768,A0286,6/9/2025,7/14/2026,400,Bank Loan,Yes,Completed
S02200,P09958,C10090,A0073,9/15/2022,1/28/2023,135,NEFT,No,Completed
S02201,P22475,C05414,A0048,8/28/2021,7/13/2024,1050,NEFT,No,Completed
S02202,P17560,C09932,A0201,7/9/2022,7/5/2025,1092,Home Loan,Yes,Completed
S02203,P07346,C02349,A0163,5/11/2026,6/4/2026,24,NEFT,No,Completed
S02204,P17096,C04973,A0314,9/27/2021,7/20/2025,1392,NEFT,Yes,Completed
S02205,P29585,C07745,A0428,12/15/2025,2/9/2026,56,Cash,No,Completed
S02206,P17677,C08540,A0221,1/26/2025,10/21/2025,268,NEFT,Yes,Completed
S02207,P26995,C12446,A0487,3/7/2024,10/1/2024,208,Home Loan,Yes,Completed
S02208,P15073,C03852,A0487,10/13/2025,10/14/2025,1,RTGS,Yes,Completed
S02209,P24035,C19869,A0052,8/27/2022,10/25/2022,59,Home Loan,Yes,Completed
S02210,P04662,C17016,A0008,6/14/2022,3/20/2026,1375,Home Loan,Yes,Completed
S02211,P06419,C10650,A0374,4/1/2023,3/7/2026,1071,Home Loan,No,Completed
S02212,P05906,C15124,A0172,4/14/2022,2/8/2025,1031,UPI,Yes,Completed
S02213,P19638,C11814,A0245,1/8/2022,6/20/2022,163,NEFT,No,Completed
S02214,P23941,C17881,A0454,8/29/2025,10/21/2025,53,Home Loan,Yes,Completed
S02215,P05780,C18649,A0074,11/8/2022,3/15/2024,493,Cash,No,Pending
S02216,P21885,C11760,A0430,2/27/2023,4/16/2023,48,RTGS,No,Pending
S02217,P15321,C14984,A0462,3/25/2023,11/20/2023,240,NEFT,No,Completed
S02218,P01864,C14172,A0152,12/7/2022,6/20/2023,195,Home Loan,No,Completed
S02219,P02756,C19287,A0385,7/26/2023,4/25/2025,639,NEFT,Yes,Completed
S02220,P08393,C09386,A0321,9/10/2022,9/16/2023,371,Cash,No,Cancelled
S02221,P24327,C00592,A0256,3/13/2022,1/18/2024,676,RTGS,Yes,Pending
S02222,P10202,C19484,A0386,10/4/2024,8/23/2025,323,Cash,No,Completed
S02223,P23230,C07885,A0013,4/6/2023,2/22/2024,322,UPI,No,Completed
S02224,P02679,C00903,A0457,9/4/2024,1/29/2026,512,UPI,No,Completed
S02225,P18786,C19651,A0029,4/26/2026,5/25/2026,29,NEFT,No,Completed
S02226,P22740,C05040,A0207,10/12/2025,5/5/2026,205,Bank Loan,No,Completed
S02227,P03430,C14680,A0121,5/17/2025,9/19/2025,125,RTGS,Yes,Completed
S02228,P28549,C10929,A0489,3/3/2024,9/15/2024,196,Bank Loan,No,Completed
S02229,P22526,C13865,A0341,7/18/2021,2/13/2024,940,RTGS,Yes,Completed
S02230,P29293,C08305,A0363,7/23/2022,6/3/2024,681,Bank Loan,Yes,Completed
S02231,P09121,C07494,A0040,7/27/2021,6/25/2026,1794,Cash,No,Completed
S02232,P14878,C08112,A0067,10/19/2023,5/7/2026,931,RTGS,No,Completed
S02233,P14841,C11526,A0467,8/28/2025,4/8/2026,223,UPI,No,Completed
S02234,P07240,C12715,A0187,8/26/2024,8/14/2025,353,Cash,No,Completed
S02235,P28317,C16986,A0004,2/27/2026,6/15/2026,108,UPI,No,Cancelled
S02236,P25147,C10304,A0009,3/5/2023,10/28/2023,237,RTGS,Yes,Completed
S02237,P23271,C17216,A0484,12/8/2024,10/25/2025,321,RTGS,No,Cancelled
S02238,P16010,C11544,A0413,1/15/2022,5/15/2025,1216,RTGS,Yes,Completed
S02239,P04414,C14097,A0353,9/9/2024,2/2/2026,511,RTGS,Yes,Completed
S02240,P06951,C08316,A0340,6/8/2023,5/1/2024,328,UPI,No,Completed
S02241,P15170,C19904,A0120,1/3/2022,6/26/2026,1635,UPI,No,Completed
S02242,P21785,C14012,A0457,4/4/2022,10/20/2024,930,NEFT,Yes,Completed
S02243,P19070,C05797,A0186,10/18/2022,1/6/2026,1176,Bank Loan,No,Completed
S02244,P07913,C10913,A0135,10/12/2022,11/2/2025,1117,UPI,No,Completed
S02245,P17928,C03002,A0328,11/16/2025,2/5/2026,81,Home Loan,No,Completed
S02246,P21209,C07427,A0301,9/3/2021,12/9/2025,1558,Home Loan,Yes,Completed
S02247,P10737,C18653,A0096,7/4/2025,10/7/2025,95,RTGS,Yes,Pending
S02248,P22367,C11389,A0210,3/21/2024,7/12/2026,843,Bank Loan,Yes,Pending
S02249,P24625,C17173,A0226,8/23/2025,3/14/2026,203,Home Loan,Yes,Completed
S02250,P09289,C19635,A0159,9/5/2023,2/3/2025,517,RTGS,Yes,Completed
S02251,P25746,C00746,A0370,7/2/2025,5/1/2026,303,UPI,No,Completed
S02252,P18687,C07644,A0301,12/23/2021,12/20/2024,1093,Bank Loan,No,Completed
S02253,P08594,C05862,A0069,6/10/2024,12/12/2024,185,UPI,Yes,Completed
S02254,P28575,C03641,A0487,11/17/2022,4/19/2025,884,UPI,No,Completed
S02255,P11407,C07685,A0176,5/16/2024,3/20/2025,308,UPI,Yes,Completed
S02256,P16464,C01670,A0336,12/27/2023,1/31/2025,401,NEFT,No,Completed
S02257,P20773,C05958,A0061,8/24/2024,5/7/2025,256,NEFT,Yes,Cancelled
S02258,P11977,C00569,A0313,9/7/2023,3/5/2026,910,NEFT,No,Completed
S02259,P11772,C16131,A0104,2/24/2025,2/8/2026,349,NEFT,No,Completed
S02260,P29239,C08085,A0073,10/8/2023,5/1/2026,936,UPI,Yes,Completed
S02261,P12704,C06289,A0394,2/16/2023,10/15/2025,972,RTGS,No,Completed
S02262,P16604,C09918,A0255,7/22/2023,7/13/2024,357,UPI,Yes,Completed
S02263,P23024,C12811,A0342,3/22/2022,11/17/2023,605,NEFT,Yes,Pending
S02264,P17465,C10830,A0377,1/28/2024,5/3/2026,826,Bank Loan,Yes,Completed
S02265,P03069,C18963,A0437,9/7/2021,9/20/2025,1474,Cash,Yes,Cancelled
S02266,P23003,C09248,A0357,9/30/2025,6/28/2026,271,Home Loan,Yes,Pending
S02267,P13157,C08391,A0366,1/20/2024,8/23/2024,216,Bank Loan,Yes,Completed
S02268,P15855,C03685,A0169,6/20/2024,6/29/2024,9,RTGS,Yes,Pending
S02269,P26017,C19228,A0293,4/21/2024,6/13/2025,418,Bank Loan,Yes,Completed
S02270,P02733,C10283,A0421,8/19/2023,11/19/2023,92,RTGS,No,Pending
S02271,P15885,C11965,A0056,6/15/2023,11/29/2025,898,RTGS,Yes,Completed
S02272,P26961,C00594,A0458,9/13/2022,5/20/2023,249,Cash,No,Completed
S02273,P24671,C05889,A0418,12/28/2022,1/22/2026,1121,Bank Loan,Yes,Completed
S02274,P03222,C13542,A0014,5/10/2022,11/1/2023,540,NEFT,Yes,Completed
S02275,P25339,C14989,A0353,6/7/2025,1/23/2026,230,Home Loan,No,Completed
S02276,P25858,C00587,A0079,4/10/2023,6/10/2024,427,RTGS,Yes,Completed
S02277,P22362,C12529,A0123,9/24/2022,3/8/2026,1261,RTGS,Yes,Cancelled
S02278,P08733,C15912,A0286,2/2/2022,1/28/2025,1091,RTGS,Yes,Completed
S02279,P12086,C07292,A0481,11/11/2025,7/10/2026,241,UPI,Yes,Completed
S02280,P12955,C04377,A0458,8/29/2024,11/16/2024,79,Home Loan,No,Completed
S02281,P10543,C12164,A0394,9/8/2024,11/24/2025,442,Home Loan,Yes,Completed
S02282,P00687,C08627,A0049,11/30/2023,12/28/2023,28,NEFT,No,Completed
S02283,P02267,C03257,A0398,3/13/2025,8/28/2025,168,Home Loan,Yes,Completed
S02284,P21576,C03508,A0358,1/26/2022,7/17/2022,172,Home Loan,Yes,Completed
S02285,P11307,C19717,A0225,10/10/2021,6/18/2022,251,RTGS,No,Pending
S02286,P15513,C19782,A0366,10/27/2021,9/28/2024,1067,Cash,Yes,Completed
S02287,P27769,C05517,A0323,11/8/2022,3/20/2026,1228,UPI,Yes,Pending
S02288,P22506,C06738,A0020,6/12/2023,12/20/2023,191,Home Loan,Yes,Completed
S02289,P01260,C04866,A0251,10/8/2021,1/26/2024,840,Home Loan,No,Completed
S02290,P08099,C06189,A0127,3/31/2023,8/6/2024,494,UPI,No,Cancelled
S02291,P27990,C02674,A0222,8/15/2024,11/16/2025,458,NEFT,Yes,Completed
S02292,P10236,C12790,A0138,4/26/2023,11/6/2024,560,Cash,Yes,Completed
S02293,P02932,C13205,A0361,5/25/2022,10/2/2025,1226,Bank Loan,No,Pending
S02294,P17063,C19521,A0041,5/31/2023,2/1/2026,977,UPI,Yes,Completed
S02295,P29864,C19183,A0465,2/16/2023,8/13/2024,544,RTGS,No,Completed
S02296,P02378,C07848,A0363,3/3/2025,7/31/2025,150,UPI,Yes,Completed
S02297,P22273,C03416,A0007,10/22/2024,3/5/2026,499,UPI,No,Completed
S02298,P10459,C13289,A0107,7/21/2022,6/5/2023,319,Home Loan,No,Cancelled
S02299,P11143,C13983,A0431,9/19/2022,12/15/2022,87,UPI,No,Completed
S02300,P01791,C00795,A0033,4/5/2024,10/25/2025,568,NEFT,Yes,Completed
S02301,P22368,C12117,A0394,4/24/2025,2/21/2026,303,UPI,No,Completed
S02302,P25909,C13741,A0035,10/20/2024,5/1/2026,558,NEFT,No,Completed
S02303,P18994,C19628,A0269,7/3/2024,1/24/2025,205,UPI,No,Pending
S02304,P14112,C06913,A0138,8/12/2023,10/18/2023,67,Cash,No,Completed
S02305,P11795,C02233,A0055,2/2/2022,10/13/2025,1349,UPI,No,Completed
S02306,P12826,C08444,A0429,1/27/2023,11/28/2025,1036,UPI,No,Completed
S02307,P16395,C14720,A0301,2/25/2025,9/23/2025,210,Home Loan,No,Completed
S02308,P12248,C13811,A0296,9/9/2024,5/28/2025,261,Bank Loan,No,Pending
S02309,P26062,C16946,A0004,11/11/2024,5/7/2025,177,UPI,No,Completed
S02310,P29482,C06753,A0395,7/31/2022,9/26/2023,422,Home Loan,No,Completed
S02311,P04336,C02449,A0270,9/24/2024,2/25/2025,154,UPI,Yes,Pending
S02312,P09148,C09911,A0354,6/21/2023,8/6/2024,412,NEFT,Yes,Completed
S02313,P15512,C08729,A0216,9/23/2023,5/15/2026,965,NEFT,No,Completed
S02314,P19866,C02783,A0188,5/21/2023,3/17/2025,666,RTGS,Yes,Completed
S02315,P25432,C15845,A0020,12/14/2025,6/20/2026,188,RTGS,No,Completed
S02316,P24548,C04809,A0029,11/1/2023,2/29/2024,120,UPI,No,Pending
S02317,P04999,C09342,A0139,2/23/2025,10/13/2025,232,Home Loan,No,Completed
S02318,P15784,C07242,A0244,4/18/2024,9/14/2024,149,Cash,Yes,Cancelled
S02319,P10184,C05029,A0099,3/16/2025,1/4/2026,294,RTGS,Yes,Cancelled
