Sale_ID,Property_ID,Customer_ID,Agent_ID,Listing_Date,Sale_Date,Days_On_Market,Payment_Method,Loan_Approved,Sale_Status
S02186,P29037,C09793,A0412,2024-10-09,2025-09-08,334,Home Loan,Yes,Completed
S02187,P19252,C19489,A0197,2025-01-22,2026-02-21,395,Home Loan,Yes,Completed
S02188,P25726,C12167,A0049,2025-02-10,2025-12-06,299,NEFT,Yes,Completed
S02189,P18304,C05069,A0427,2022-11-25,2024-08-30,644,Home Loan,No,Completed
S02190,P17211,C12146,A0366,2025-08-23,2025-12-04,103,RTGS,No,Completed
S02191,P07887,C14533,A0415,2023-10-06,2023-11-05,30,Cash,No,Pending
S02192,P29417,C13431,A0202,2026-04-29,2026-06-06,38,UPI,Yes,Completed
S02193,P17413,C10917,A0033,2022-08-27,2025-09-29,1129,NEFT,Yes,Completed
S02194,P25130,C08872,A0088,2022-02-22,2025-12-10,1387,UPI,No,Completed
S02195,P26667,C14779,A0398,2023-06-12,2024-07-19,403,Cash,No,Completed
S02196,P05225,C10785,A0064,2023-07-02,2023-11-22,143,Cash,No,Completed
S02197,P05706,C05794,A0150,2021-08-30,2025-07-08,1408,NEFT,Yes,Completed
S02198,P09296,C08237,A0003,2022-08-28,2024-05-26,637,UPI,No,Completed
S02199,P21400,C19768,A0286,2025-06-09,2026-07-14,400,Bank Loan,Yes,Completed
S02200,P09958,C10090,A0073,2022-09-15,2023-01-28,135,NEFT,No,Completed
S02201,P22475,C05414,A0048,2021-08-28,2024-07-13,1050,NEFT,No,Completed
S02202,P17560,C09932,A0201,2022-07-09,2025-07-05,1092,Home Loan,Yes,Completed
S02203,P07346,C02349,A0163,2026-05-11,2026-06-04,24,NEFT,No,Completed
S02204,P17096,C04973,A0314,2021-09-27,2025-07-20,1392,NEFT,Yes,Completed
S02205,P29585,C07745,A0428,2025-12-15,2026-02-09,56,Cash,No,Completed
S02206,P17677,C08540,A0221,2025-01-26,2025-10-21,268,NEFT,Yes,Completed
S02207,P26995,C12446,A0487,2024-03-07,2024-10-01,208,Home Loan,Yes,Completed
S02208,P15073,C03852,A0487,2025-10-13,2025-10-14,1,RTGS,Yes,Completed
S02209,P24035,C19869,A0052,2022-08-27,2022-10-25,59,Home Loan,Yes,Completed
S02210,P04662,C17016,A0008,2022-06-14,2026-03-20,1375,Home Loan,Yes,Completed
S02211,P06419,C10650,A0374,2023-04-01,2026-03-07,1071,Home Loan,No,Completed
S02212,P05906,C15124,A0172,2022-04-14,2025-02-08,1031,UPI,Yes,Completed
S02213,P19638,C11814,A0245,2022-01-08,2022-06-20,163,NEFT,No,Completed
S02214,P23941,C17881,A0454,2025-08-29,2025-10-21,53,Home Loan,Yes,Completed
S02215,P05780,C18649,A0074,2022-11-08,2024-03-15,493,Cash,No,Pending
S02216,P21885,C11760,A0430,2023-02-27,2023-04-16,48,RTGS,No,Pending
S02217,P15321,C14984,A0462,2023-03-25,2023-11-20,240,NEFT,No,Completed
S02218,P01864,C14172,A0152,2022-12-07,2023-06-20,195,Home Loan,No,Completed
S02219,P02756,C19287,A0385,2023-07-26,2025-04-25,639,NEFT,Yes,Completed
S02220,P08393,C09386,A0321,2022-09-10,2023-09-16,371,Cash,No,Cancelled
S02221,P24327,C00592,A0256,2022-03-13,2024-01-18,676,RTGS,Yes,Pending
S02222,P10202,C19484,A0386,2024-10-04,2025-08-23,323,Cash,No,Completed
S02223,P23230,C07885,A0013,2023-04-06,2024-02-22,322,UPI,No,Completed
S02224,P02679,C00903,A0457,2024-09-04,2026-01-29,512,UPI,No,Completed
S02225,P18786,C19651,A0029,2026-04-26,2026-05-25,29,NEFT,No,Completed
S02226,P22740,C05040,A0207,2025-10-12,2026-05-05,205,Bank Loan,No,Completed
S02227,P03430,C14680,A0121,2025-05-17,2025-09-19,125,RTGS,Yes,Completed
S02228,P28549,C10929,A0489,2024-03-03,2024-09-15,196,Bank Loan,No,Completed
S02229,P22526,C13865,A0341,2021-07-18,2024-02-13,940,RTGS,Yes,Completed
S02230,P29293,C08305,A0363,2022-07-23,2024-06-03,681,Bank Loan,Yes,Completed
S02231,P09121,C07494,A0040,2021-07-27,2026-06-25,1794,Cash,No,Completed
S02232,P14878,C08112,A0067,2023-10-19,2026-05-07,931,RTGS,No,Completed
S02233,P14841,C11526,A0467,2025-08-28,2026-04-08,223,UPI,No,Completed
S02234,P07240,C12715,A0187,2024-08-26,2025-08-14,353,Cash,No,Completed
S02235,P28317,C16986,A0004,2026-02-27,2026-06-15,108,UPI,No,Cancelled
S02236,P25147,C10304,A0009,2023-03-05,2023-10-28,237,RTGS,Yes,Completed
S02237,P23271,C17216,A0484,2024-12-08,2025-10-25,321,RTGS,No,Cancelled
S02238,P16010,C11544,A0413,2022-01-15,2025-05-15,1216,RTGS,Yes,Completed
S02239,P04414,C14097,A0353,2024-09-09,2026-02-02,511,RTGS,Yes,Completed
S02240,P06951,C08316,A0340,2023-06-08,2024-05-01,328,UPI,No,Completed
S02241,P15170,C19904,A0120,2022-01-03,2026-06-26,1635,UPI,No,Completed
S02242,P21785,C14012,A0457,2022-04-04,2024-10-20,930,NEFT,Yes,Completed
S02243,P19070,C05797,A0186,2022-10-18,2026-01-06,1176,Bank Loan,No,Completed
S02244,P07913,C10913,A0135,2022-10-12,2025-11-02,1117,UPI,No,Completed
S02245,P17928,C03002,A0328,2025-11-16,2026-02-05,81,Home Loan,No,Completed
S02246,P21209,C07427,A0301,2021-09-03,2025-12-09,1558,Home Loan,Yes,Completed
S02247,P10737,C18653,A0096,2025-07-04,2025-10-07,95,RTGS,Yes,Pending
S02248,P22367,C11389,A0210,2024-03-21,2026-07-12,843,Bank Loan,Yes,Pending
S02249,P24625,C17173,A0226,2025-08-23,2026-03-14,203,Home Loan,Yes,Completed
S02250,P09289,C19635,A0159,2023-09-05,2025-02-03,517,RTGS,Yes,Completed
S02251,P25746,C00746,A0370,2025-07-02,2026-05-01,303,UPI,No,Completed
S02252,P18687,C07644,A0301,2021-12-23,2024-12-20,1093,Bank Loan,No,Completed
S02253,P08594,C05862,A0069,2024-06-10,2024-12-12,185,UPI,Yes,Completed
S02254,P28575,C03641,A0487,2022-11-17,2025-04-19,884,UPI,No,Completed
S02255,P11407,C07685,A0176,2024-05-16,2025-03-20,308,UPI,Yes,Completed
S02256,P16464,C01670,A0336,2023-12-27,2025-01-31,401,NEFT,No,Completed
S02257,P20773,C05958,A0061,2024-08-24,2025-05-07,256,NEFT,Yes,Cancelled
S02258,P11977,C00569,A0313,2023-09-07,2026-03-05,910,NEFT,No,Completed
S02259,P11772,C16131,A0104,2025-02-24,2026-02-08,349,NEFT,No,Completed
S02260,P29239,C08085,A0073,2023-10-08,2026-05-01,936,UPI,Yes,Completed
S02261,P12704,C06289,A0394,2023-02-16,2025-10-15,972,RTGS,No,Completed
S02262,P16604,C09918,A0255,2023-07-22,2024-07-13,357,UPI,Yes,Completed
S02263,P23024,C12811,A0342,2022-03-22,2023-11-17,605,NEFT,Yes,Pending
S02264,P17465,C10830,A0377,2024-01-28,2026-05-03,826,Bank Loan,Yes,Completed
S02265,P03069,C18963,A0437,2021-09-07,2025-09-20,1474,Cash,Yes,Cancelled
S02266,P23003,C09248,A0357,2025-09-30,2026-06-28,271,Home Loan,Yes,Pending
S02267,P13157,C08391,A0366,2024-01-20,2024-08-23,216,Bank Loan,Yes,Completed
S02268,P15855,C03685,A0169,2024-06-20,2024-06-29,9,RTGS,Yes,Pending
S02269,P26017,C19228,A0293,2024-04-21,2025-06-13,418,Bank Loan,Yes,Completed
S02270,P02733,C10283,A0421,2023-08-19,2023-11-19,92,RTGS,No,Pending
S02271,P15885,C11965,A0056,2023-06-15,2025-11-29,898,RTGS,Yes,Completed
S02272,P26961,C00594,A0458,2022-09-13,2023-05-20,249,Cash,No,Completed
S02273,P24671,C05889,A0418,2022-12-28,2026-01-22,1121,Bank Loan,Yes,Completed
S02274,P03222,C13542,A0014,2022-05-10,2023-11-01,540,NEFT,Yes,Completed
S02275,P25339,C14989,A0353,2025-06-07,2026-01-23,230,Home Loan,No,Completed
S02276,P25858,C00587,A0079,2023-04-10,2024-06-10,427,RTGS,Yes,Completed
S02277,P22362,C12529,A0123,2022-09-24,2026-03-08,1261,RTGS,Yes,Cancelled
S02278,P08733,C15912,A0286,2022-02-02,2025-01-28,1091,RTGS,Yes,Completed
S02279,P12086,C07292,A0481,2025-11-11,2026-07-10,241,UPI,Yes,Completed
S02280,P12955,C04377,A0458,2024-08-29,2024-11-16,79,Home Loan,No,Completed
S02281,P10543,C12164,A0394,2024-09-08,2025-11-24,442,Home Loan,Yes,Completed
S02282,P00687,C08627,A0049,2023-11-30,2023-12-28,28,NEFT,No,Completed
S02283,P02267,C03257,A0398,2025-03-13,2025-08-28,168,Home Loan,Yes,Completed
S02284,P21576,C03508,A0358,2022-01-26,2022-07-17,172,Home Loan,Yes,Completed
S02285,P11307,C19717,A0225,2021-10-10,2022-06-18,251,RTGS,No,Pending
S02286,P15513,C19782,A0366,2021-10-27,2024-09-28,1067,Cash,Yes,Completed
S02287,P27769,C05517,A0323,2022-11-08,2026-03-20,1228,UPI,Yes,Pending
S02288,P22506,C06738,A0020,2023-06-12,2023-12-20,191,Home Loan,Yes,Completed
S02289,P01260,C04866,A0251,2021-10-08,2024-01-26,840,Home Loan,No,Completed
S02290,P08099,C06189,A0127,2023-03-31,2024-08-06,494,UPI,No,Cancelled
S02291,P27990,C02674,A0222,2024-08-15,2025-11-16,458,NEFT,Yes,Completed
S02292,P10236,C12790,A0138,2023-04-26,2024-11-06,560,Cash,Yes,Completed
S02293,P02932,C13205,A0361,2022-05-25,2025-10-02,1226,Bank Loan,No,Pending
S02294,P17063,C19521,A0041,2023-05-31,2026-02-01,977,UPI,Yes,Completed
S02295,P29864,C19183,A0465,2023-02-16,2024-08-13,544,RTGS,No,Completed
S02296,P02378,C07848,A0363,2025-03-03,2025-07-31,150,UPI,Yes,Completed
S02297,P22273,C03416,A0007,2024-10-22,2026-03-05,499,UPI,No,Completed
S02298,P10459,C13289,A0107,2022-07-21,2023-06-05,319,Home Loan,No,Cancelled
S02299,P11143,C13983,A0431,2022-09-19,2022-12-15,87,UPI,No,Completed
S02300,P01791,C00795,A0033,2024-04-05,2025-10-25,568,NEFT,Yes,Completed
S02301,P22368,C12117,A0394,2025-04-24,2026-02-21,303,UPI,No,Completed
S02302,P25909,C13741,A0035,2024-10-20,2026-05-01,558,NEFT,No,Completed
S02303,P18994,C19628,A0269,2024-07-03,2025-01-24,205,UPI,No,Pending
S02304,P14112,C06913,A0138,2023-08-12,2023-10-18,67,Cash,No,Completed
S02305,P11795,C02233,A0055,2022-02-02,2025-10-13,1349,UPI,No,Completed
S02306,P12826,C08444,A0429,2023-01-27,2025-11-28,1036,UPI,No,Completed
S02307,P16395,C14720,A0301,2025-02-25,2025-09-23,210,Home Loan,No,Completed
S02308,P12248,C13811,A0296,2024-09-09,2025-05-28,261,Bank Loan,No,Pending
S02309,P26062,C16946,A0004,2024-11-11,2025-05-07,177,UPI,No,Completed
S02310,P29482,C06753,A0395,2022-07-31,2023-09-26,422,Home Loan,No,Completed
S02311,P04336,C02449,A0270,2024-09-24,2025-02-25,154,UPI,Yes,Pending
S02312,P09148,C09911,A0354,2023-06-21,2024-08-06,412,NEFT,Yes,Completed
S02313,P15512,C08729,A0216,2023-09-23,2026-05-15,965,NEFT,No,Completed
S02314,P19866,C02783,A0188,2023-05-21,2025-03-17,666,RTGS,Yes,Completed
S02315,P25432,C15845,A0020,2025-12-14,2026-06-20,188,RTGS,No,Completed
S02316,P24548,C04809,A0029,2023-11-01,2024-02-29,120,UPI,No,Pending
S02317,P04999,C09342,A0139,2025-02-23,2025-10-13,232,Home Loan,No,Completed
S02318,P15784,C07242,A0244,2024-04-18,2024-09-14,149,Cash,Yes,Cancelled
S02319,P10184,C05029,A0099,2025-03-16,2026-01-04,294,RTGS,Yes,Cancelled
S02320,P18239,C03506,A0194,2025-06-14,2026-06-07,358,Bank Loan,Yes,Completed
S02321,P27424,C07807,A0265,2024-06-21,2026-03-16,633,Bank Loan,Yes,Pending
S02322,P13126,C00044,A0478,2021-08-29,2023-02-28,548,UPI,Yes,Cancelled
S02323,P02108,C13348,A0411,2023-05-07,2024-06-26,416,NEFT,No,Pending
S02324,P19772,C03880,A0045,2021-07-23,2021-08-11,19,NEFT,Yes,Pending
S02325,P11636,C00737,A0187,2026-04-19,2026-06-30,72,Bank Loan,Yes,Completed
S02326,P25989,C12129,A0139,2025-07-18,2026-05-25,311,RTGS,No,Completed
S02327,P20424,C14727,A0154,2023-03-30,2023-08-28,151,Bank Loan,Yes,Completed
S02328,P10594,C08726,A0362,2023-05-20,2023-12-18,212,Bank Loan,Yes,Completed
S02329,P05795,C06259,A0048,2021-10-03,2022-03-29,177,NEFT,No,Completed
S02330,P05985,C03485,A0498,2022-08-11,2023-01-18,160,Bank Loan,Yes,Completed
S02331,P27833,C13310,A0216,2026-01-26,2026-05-12,106,RTGS,No,Completed
S02332,P28615,C15146,A0397,2025-06-22,2025-11-02,133,RTGS,No,Pending
S02333,P01407,C11266,A0386,2022-12-20,2024-10-22,672,NEFT,No,Completed
S02334,P02145,C04445,A0428,2022-09-30,2023-03-16,167,Cash,Yes,Completed
S02335,P12085,C08616,A0259,2025-05-18,2026-02-27,285,Cash,No,Completed
S02336,P03843,C14842,A0444,2026-04-04,2026-06-14,71,Bank Loan,Yes,Cancelled
S02337,P27694,C10672,A0242,2022-10-01,2023-11-06,401,UPI,No,Completed
S02338,P12110,C10228,A0228,2021-08-14,2023-05-26,650,RTGS,No,Completed
S02339,P08439,C11319,A0068,2026-02-25,2026-03-29,32,Cash,Yes,Completed
S02340,P08661,C13328,A0204,2023-12-11,2024-08-17,250,Home Loan,No,Completed
S02341,P23688,C00634,A0453,2022-08-21,2025-07-21,1065,NEFT,Yes,Completed
S02342,P15522,C14048,A0490,2024-01-27,2024-08-03,189,RTGS,Yes,Completed
S02343,P16207,C03378,A0127,2023-06-06,2024-01-28,236,Bank Loan,Yes,Completed
S02344,P01419,C05298,A0298,2022-12-25,2025-07-11,929,Home Loan,No,Completed
S02345,P04687,C12672,A0304,2021-09-02,2022-03-01,180,Home Loan,Yes,Pending
S02346,P28660,C02978,A0276,2021-08-16,2024-08-09,1089,Bank Loan,No,Completed
S02347,P09014,C18154,A0128,2021-10-15,2025-11-30,1507,NEFT,No,Completed
S02348,P01006,C17344,A0160,2021-08-29,2022-10-13,410,Home Loan,No,Completed
S02349,P03381,C14196,A0142,2022-03-30,2025-02-15,1053,RTGS,No,Pending
S02350,P20617,C01661,A0029,2022-03-16,2025-03-20,1100,Home Loan,Yes,Completed
S02351,P04781,C11745,A0474,2022-01-20,2023-03-17,421,Cash,No,Completed
S02352,P27455,C05082,A0387,2024-05-09,2025-01-25,261,RTGS,Yes,Completed
S02353,P04466,C12006,A0250,2024-05-24,2025-12-23,578,RTGS,No,Completed
S02354,P24161,C17639,A0031,2021-10-02,2022-05-06,216,Bank Loan,Yes,Completed
S02355,P26616,C12185,A0082,2022-09-07,2025-03-24,929,NEFT,No,Completed
S02356,P17370,C07909,A0328,2023-11-07,2025-08-02,634,RTGS,No,Pending
S02357,P06382,C10930,A0406,2025-06-18,2025-09-16,90,Bank Loan,Yes,Completed
S02358,P08518,C06374,A0122,2026-04-24,2026-05-17,23,NEFT,Yes,Completed
S02359,P19991,C14139,A0413,2023-01-27,2026-02-04,1104,Bank Loan,Yes,Completed
S02360,P00010,C19136,A0371,2025-08-14,2025-12-09,117,Home Loan,No,Completed
S02361,P12689,C19856,A0146,2026-01-12,2026-05-16,124,UPI,No,Completed
S02362,P03962,C17714,A0074,2023-07-29,2026-01-16,902,Home Loan,No,Completed
S02363,P14144,C06874,A0022,2024-10-01,2026-07-13,650,Cash,Yes,Completed
S02364,P09919,C05123,A0016,2026-02-19,2026-04-17,57,Cash,No,Completed
S02365,P13788,C00236,A0299,2022-01-27,2024-07-11,896,RTGS,No,Pending
S02366,P03822,C10694,A0333,2023-06-24,2026-01-21,942,Cash,No,Completed
S02367,P19155,C03631,A0340,2022-03-23,2023-11-22,609,NEFT,Yes,Completed
S02368,P06643,C14382,A0334,2024-01-09,2026-01-23,745,Bank Loan,No,Completed
S02369,P26670,C14491,A0234,2026-05-09,2026-05-23,14,RTGS,Yes,Completed
S02370,P00713,C01239,A0488,2025-05-02,2026-01-06,249,NEFT,No,Completed
S02371,P28490,C10047,A0131,2024-08-04,2026-04-21,625,UPI,No,Completed
S02372,P06117,C03264,A0140,2025-01-15,2025-03-19,63,Bank Loan,Yes,Completed
S02373,P13064,C18221,A0375,2024-05-06,2025-12-28,601,Cash,Yes,Pending
S02374,P18740,C07595,A0469,2022-04-07,2023-01-26,294,Home Loan,Yes,Completed
S02375,P26803,C05717,A0253,2023-02-05,2025-04-28,813,Home Loan,Yes,Completed
S02376,P11497,C00824,A0279,2023-12-21,2026-03-14,814,Home Loan,No,Completed
S02377,P16002,C15952,A0346,2026-04-22,2026-05-23,31,Home Loan,No,Completed
S02378,P07270,C15474,A0230,2025-04-30,2025-12-03,217,Home Loan,No,Completed
S02379,P00292,C13973,A0113,2023-10-22,2025-03-19,514,Bank Loan,Yes,Completed
S02380,P13900,C16217,A0495,2026-02-02,2026-06-30,148,NEFT,Yes,Completed
S02381,P22182,C05354,A0160,2022-02-23,2025-09-01,1286,Home Loan,Yes,Completed
S02382,P23614,C17170,A0071,2023-02-15,2025-04-01,776,UPI,Yes,Completed
S02383,P09954,C07635,A0311,2025-07-20,2026-02-17,212,UPI,No,Completed
S02384,P27239,C04519,A0287,2023-12-20,2026-05-23,885,NEFT,Yes,Completed
S02385,P01500,C17989,A0400,2023-08-05,2023-10-08,64,Cash,Yes,Completed
S02386,P23475,C00042,A0238,2023-12-02,2024-03-23,112,RTGS,No,Completed
S02387,P03308,C09541,A0484,2023-01-18,2025-11-05,1022,RTGS,No,Completed
S02388,P18359,C12339,A0336,2025-08-08,2026-06-16,312,RTGS,Yes,Pending
S02389,P09606,C11188,A0293,2022-07-19,2026-03-11,1331,NEFT,No,Completed
S02390,P16554,C19278,A0460,2023-07-07,2026-01-24,932,UPI,No,Completed
S02391,P03374,C16324,A0010,2026-02-24,2026-06-26,122,NEFT,No,Completed
S02392,P19955,C18533,A0113,2024-12-30,2025-01-06,7,RTGS,No,Completed
S02393,P15546,C16973,A0098,2021-12-25,2025-08-07,1321,Home Loan,Yes,Completed
S02394,P22024,C12196,A0126,2023-11-16,2025-10-10,694,Bank Loan,No,Completed
S02395,P15144,C07068,A0149,2024-10-04,2025-04-21,199,NEFT,No,Cancelled
S02396,P27265,C12748,A0065,2022-07-26,2022-09-05,41,Cash,Yes,Completed
S02397,P27131,C17808,A0401,2022-04-16,2026-02-09,1395,RTGS,Yes,Completed
S02398,P28676,C10364,A0030,2022-08-27,2024-10-29,794,Bank Loan,Yes,Completed
S02399,P15035,C18026,A0375,2023-03-17,2023-10-22,219,Home Loan,Yes,Pending
S02400,P06825,C02683,A0053,2022-07-10,2025-11-02,1211,UPI,Yes,Completed
S02401,P03595,C18269,A0279,2022-05-06,2024-07-05,791,Bank Loan,No,Completed
S02402,P21744,C10672,A0234,2024-12-17,2025-07-31,226,Home Loan,Yes,Completed
S02403,P07800,C01093,A0043,2025-12-11,2026-05-21,161,UPI,Yes,Completed
S02404,P19990,C19404,A0026,2022-04-21,2024-01-16,635,RTGS,No,Completed
S02405,P00843,C11991,A0023,2024-07-27,2025-11-25,486,Cash,No,Completed
S02406,P03920,C08681,A0298,2023-07-22,2023-08-22,31,Home Loan,No,Completed
S02407,P27078,C00912,A0085,2025-10-16,2026-03-03,138,UPI,No,Completed
S02408,P04329,C13799,A0317,2025-01-31,2025-07-12,162,NEFT,No,Completed
S02409,P03543,C09043,A0099,2025-06-10,2026-02-28,263,RTGS,Yes,Completed
S02410,P11340,C17341,A0458,2024-06-14,2024-09-22,100,NEFT,No,Completed
S02411,P09910,C01464,A0366,2024-04-10,2024-05-26,46,NEFT,No,Pending
S02412,P17870,C12935,A0212,2024-09-24,2025-08-22,332,RTGS,Yes,Completed
S02413,P22541,C15640,A0305,2023-11-22,2026-05-27,917,Bank Loan,Yes,Completed
S02414,P03099,C13960,A0138,2025-01-14,2025-03-01,46,UPI,No,Pending
S02415,P04857,C07195,A0096,2024-08-07,2024-11-11,96,Home Loan,Yes,Cancelled
S02416,P17796,C01186,A0327,2021-11-20,2024-04-02,864,Bank Loan,Yes,Completed
S02417,P14363,C02754,A0249,2025-06-10,2026-01-25,229,UPI,No,Completed
S02418,P21733,C11349,A0138,2024-01-31,2025-03-30,424,RTGS,Yes,Completed
S02419,P29361,C16684,A0438,2023-05-06,2026-02-03,1004,UPI,No,Pending
S02420,P16791,C00028,A0211,2023-11-26,2025-10-08,682,Home Loan,No,Completed
S02421,P20852,C07474,A0033,2022-10-26,2025-01-12,809,Home Loan,Yes,Completed
S02422,P17898,C05243,A0040,2025-01-03,2026-03-16,437,Bank Loan,Yes,Completed
S02423,P09973,C05920,A0268,2022-12-26,2024-02-08,409,RTGS,No,Completed
S02424,P20495,C01609,A0457,2021-07-29,2022-04-23,268,Cash,Yes,Completed
S02425,P15492,C02822,A0312,2022-05-16,2026-07-04,1510,Cash,No,Completed
S02426,P19678,C19755,A0206,2022-10-23,2024-03-09,503,NEFT,No,Completed
S02427,P12643,C08861,A0191,2023-12-02,2025-09-20,658,Cash,No,Completed
S02428,P25672,C06581,A0480,2026-03-30,2026-05-19,50,UPI,No,Completed
S02429,P11995,C12326,A0046,2024-10-31,2025-01-27,88,Home Loan,Yes,Completed
S02430,P11632,C19068,A0064,2025-07-14,2025-07-30,16,Home Loan,No,Completed
S02431,P20940,C18102,A0143,2022-05-28,2023-02-08,256,RTGS,Yes,Completed
S02432,P22483,C09167,A0111,2022-04-21,2025-05-08,1113,NEFT,No,Completed
S02433,P13456,C00343,A0040,2023-04-26,2024-08-31,493,Bank Loan,No,Completed
S02434,P12793,C01023,A0103,2024-08-12,2026-04-11,607,Home Loan,No,Completed
S02435,P19343,C00003,A0005,2025-02-28,2025-10-17,231,Home Loan,Yes,Completed
S02436,P29278,C17781,A0346,2024-10-10,2025-12-03,419,Cash,No,Completed
S02437,P21512,C02870,A0072,2021-08-01,2025-06-03,1402,RTGS,Yes,Completed
S02438,P05253,C15237,A0431,2024-01-13,2024-06-04,143,Home Loan,No,Completed
S02439,P22670,C07751,A0051,2025-10-10,2026-02-14,127,Cash,Yes,Completed
S02440,P29145,C16447,A0208,2022-02-13,2023-02-24,376,RTGS,No,Completed
S02441,P25988,C17918,A0477,2023-07-29,2026-06-16,1053,Bank Loan,Yes,Completed
S02442,P16466,C02332,A0430,2024-10-25,2025-07-05,253,Home Loan,Yes,Completed
S02443,P26077,C15679,A0137,2025-12-13,2026-05-24,162,RTGS,Yes,Completed
S02444,P19193,C18690,A0426,2022-07-13,2025-03-20,981,UPI,No,Completed
S02445,P09585,C07398,A0328,2025-03-05,2025-06-07,94,Home Loan,No,Completed
S02446,P13411,C17915,A0188,2026-01-09,2026-01-29,20,UPI,Yes,Completed
S02447,P27575,C16171,A0488,2025-10-28,2026-05-19,203,NEFT,Yes,Cancelled
S02448,P07450,C14285,A0179,2023-08-27,2025-05-03,615,UPI,No,Completed
S02449,P15873,C17037,A0274,2023-05-15,2024-07-12,424,Bank Loan,No,Completed
S02450,P21386,C05109,A0263,2022-08-17,2024-03-25,586,Bank Loan,Yes,Completed
S02451,P13326,C15406,A0177,2023-12-24,2025-05-31,524,Cash,Yes,Pending
S02452,P13080,C12068,A0068,2024-05-29,2024-06-01,3,Cash,Yes,Completed
S02453,P24512,C16169,A0138,2024-04-12,2026-04-02,720,RTGS,No,Completed
S02454,P07648,C02641,A0425,2021-12-06,2024-10-15,1044,RTGS,No,Completed
S02455,P29575,C09158,A0162,2023-12-01,2024-05-21,172,Bank Loan,Yes,Completed
S02456,P12220,C11695,A0013,2022-04-10,2023-05-04,389,NEFT,Yes,Completed
S02457,P02119,C19065,A0498,2022-06-30,2023-08-26,422,RTGS,Yes,Completed
S02458,P17048,C16298,A0007,2024-03-01,2025-03-30,394,UPI,Yes,Completed
S02459,P10427,C06712,A0001,2024-08-31,2025-11-23,449,RTGS,No,Completed
S02460,P15121,C17404,A0051,2022-12-23,2024-10-07,654,NEFT,No,Completed
S02461,P15426,C15488,A0220,2025-05-14,2026-07-07,419,Home Loan,Yes,Pending
S02462,P15416,C10528,A0048,2022-04-19,2025-07-23,1191,Cash,No,Completed
S02463,P28874,C13745,A0091,2025-05-20,2026-03-30,314,NEFT,No,Completed
S02464,P26801,C09265,A0171,2023-05-28,2024-07-03,402,Cash,Yes,Completed
S02465,P22057,C03695,A0337,2025-05-20,2026-04-03,318,NEFT,No,Completed
S02466,P10625,C05757,A0410,2024-05-20,2025-12-08,567,Bank Loan,No,Completed
S02467,P15262,C15498,A0409,2022-11-13,2025-10-19,1071,UPI,No,Completed
S02468,P22958,C07311,A0340,2026-03-27,2026-06-21,86,NEFT,Yes,Completed
S02469,P12324,C15145,A0178,2022-11-06,2023-04-05,150,Home Loan,No,Completed
S02470,P03228,C10409,A0443,2021-09-11,2025-06-13,1371,RTGS,No,Completed
S02471,P02455,C17826,A0486,2025-09-12,2025-12-01,80,RTGS,Yes,Completed
S02472,P06235,C12413,A0024,2026-01-23,2026-05-17,114,Home Loan,Yes,Completed
S02473,P17256,C08037,A0085,2022-08-20,2023-09-06,382,UPI,Yes,Completed
S02474,P18324,C01565,A0065,2024-01-25,2024-12-31,341,UPI,Yes,Completed
S02475,P04536,C07178,A0457,2024-01-31,2025-03-06,400,Home Loan,No,Completed
S02476,P24964,C02130,A0385,2024-08-07,2025-09-26,415,UPI,No,Completed
S02477,P04287,C03651,A0172,2021-09-29,2022-09-18,354,UPI,No,Completed
S02478,P08365,C02141,A0226,2024-01-02,2024-06-14,164,Bank Loan,Yes,Completed
S02479,P18767,C04350,A0204,2023-12-14,2026-06-27,926,Cash,Yes,Completed
S02480,P14076,C05090,A0444,2023-03-21,2026-03-28,1103,Home Loan,Yes,Completed
S02481,P13245,C02909,A0378,2025-08-24,2026-06-08,288,UPI,Yes,Completed
S02482,P21520,C11308,A0241,2022-08-13,2024-04-02,598,UPI,Yes,Completed
S02483,P05951,C18654,A0056,2026-02-10,2026-03-07,25,NEFT,Yes,Completed
S02484,P02412,C15096,A0261,2022-08-04,2022-09-01,28,NEFT,No,Completed
S02485,P03027,C02811,A0500,2023-06-10,2024-03-13,277,NEFT,No,Completed
S02486,P13817,C19390,A0190,2023-07-14,2023-09-04,52,NEFT,Yes,Completed
S02487,P01847,C05315,A0246,2022-05-04,2025-08-06,1190,UPI,No,Completed
S02488,P09299,C10199,A0193,2021-12-02,2023-01-28,422,Home Loan,Yes,Completed
S02489,P14154,C05324,A0203,2023-10-17,2025-03-30,530,Home Loan,No,Completed
S02490,P19312,C18803,A0419,2023-10-01,2024-07-09,282,NEFT,No,Completed
S02491,P18699,C13170,A0226,2022-07-09,2024-11-22,867,NEFT,No,Completed
S02492,P02219,C07651,A0485,2022-02-02,2024-05-26,844,UPI,Yes,Completed
S02493,P06924,C14236,A0117,2024-09-25,2025-08-22,331,Bank Loan,No,Completed
S02494,P04432,C00404,A0468,2024-12-30,2025-08-20,233,RTGS,No,Completed
S02495,P04515,C18151,A0020,2025-11-05,2026-01-26,82,NEFT,Yes,Pending
S02496,P26763,C03245,A0146,2021-11-25,2026-07-12,1690,RTGS,No,Cancelled
S02497,P09068,C08895,A0174,2024-12-04,2026-05-30,542,RTGS,No,Completed
S02498,P18618,C07823,A0006,2022-03-31,2025-01-19,1025,Cash,No,Completed
